step,decision,reward,task_latency,task_priority,vehicle_cpu,battery,edge_delay,cloud_delay
606,EDGE,125,50,3,68.49132019210035,34.683727627790624,37.7413142344698,134.68975927080692
607,VEHICLE,160,15,2,69.14140524969429,75.8750001716795,19.748610706659804,81.91084854149247
608,EDGE,125,150,3,33.050980490146586,46.88717010194105,35.98814512271274,164.49197498107566
609,EDGE,135,50,1,58.45901594375832,88.10296613688642,5.586517664698479,177.4249956859233
610,VEHICLE,130,10,2,88.9241028032543,64.86944593872715,49.885255037083525,114.88379084583408
611,VEHICLE,165,10,1,30.141188875992288,33.38078568296203,42.909039595928405,175.53489555980659
612,VEHICLE,165,15,1,48.56172238080386,77.08458264009835,36.80896879342416,62.67558126799959
613,EDGE,110,50,2,72.07212546778516,22.336754866719424,44.09867843264858,102.4666511433008
614,EDGE,130,150,2,38.27937767303478,20.62083853161866,33.67660463195174,135.76737751682825
615,EDGE,125,50,3,91.26262257398741,51.81973113303249,11.17556380312098,63.63284679515722
616,EDGE,135,150,1,75.15294741759404,44.59097708850669,34.64915562254427,92.06871701073668
617,EDGE,130,50,2,37.217816914999524,43.2901815252219,13.289113576983805,109.4047449461575
618,CLOUD,135,300,1,45.10817819172363,49.87013153301548,47.03195642008198,73.28519042503072
619,VEHICLE,160,10,2,69.81337477597938,80.26858636554152,43.23232055400131,140.48676596403658
620,CLOUD,115,300,1,83.36627786562107,40.43338198573592,22.788102206800065,160.5284701988412
621,CLOUD,130,300,2,69.74090266236371,54.05660483286894,40.68996853266467,126.76235175949009
622,CLOUD,135,300,1,76.51597445590666,48.69208944927497,11.043478559949694,107.27223130244933
623,EDGE,125,50,3,79.51250177118038,83.40332284395512,19.232282024495056,95.69103313209483
624,EDGE,125,150,3,35.209116565873565,56.878039123535316,32.46020964321221,176.26846202354108
625,VEHICLE,160,15,2,47.92780992689315,47.59465397692118,36.15033937638742,132.91136080165882
626,EDGE,125,150,3,57.79057132512701,49.82666183644151,37.64081293057707,60.2173727030963
627,VEHICLE,165,15,1,65.86651395767028,32.63923012643596,41.12570003496694,139.37968193534402
628,CLOUD,130,300,2,54.85379231848579,95.40366612270479,23.621974204106053,126.33636324186115
629,VEHICLE,155,10,3,62.34087672779025,30.122003399152018,28.782924297678495,163.55843434914027
630,VEHICLE,165,10,1,44.414437377340434,33.94921395886883,22.878215318696288,168.01362050899166
631,CLOUD,130,300,2,90.65414443657349,21.896278443906425,32.767633045215376,84.76773349006574
632,VEHICLE,155,15,3,69.33543351833518,63.808633968486134,22.69397463761963,73.36777255383431
633,CLOUD,135,300,1,32.05452386525673,97.24759171050847,49.773929032308345,63.061656374348594
634,VEHICLE,155,15,3,31.659330331339394,65.22707767280454,41.09554182772121,69.49316816678795
635,EDGE,135,50,1,93.15391828931685,34.47312802469919,8.34939726479131,66.84639343738917
636,EDGE,135,150,1,88.98669449700935,65.43580314667372,34.438508565054384,100.05245387351404
637,CLOUD,130,300,2,55.79324826701349,60.34998228432303,35.333586646356125,148.42695231559867
638,VEHICLE,165,15,1,69.76570142445865,79.0671893557266,7.321296871798381,171.6981123369702
639,EDGE,135,50,1,73.99263913066417,98.97031341727507,8.483626106031657,89.94825207766897
640,EDGE,135,150,1,43.26115241996939,82.71026705594431,10.704892972898888,89.29521816655999
641,EDGE,135,50,1,33.47120359158097,49.446765555050966,28.158691579830815,162.1496928283195
642,EDGE,135,50,1,85.02468826784286,12.203128997862086,36.58730066895373,103.55564516279146
643,EDGE,130,50,2,47.37424028594475,49.17431208110496,24.670705277760593,118.37617660004634
644,VEHICLE,160,15,2,62.443915992560285,32.506905478900535,24.868698561458313,65.13809798109658
645,EDGE,125,50,3,84.21092175721867,37.93096133287568,6.542929001563751,177.56176406535678
646,EDGE,125,150,3,33.242830004736305,95.8599477626732,27.933210383628662,64.16892199291331
647,EDGE,130,150,2,78.29172934463205,18.818394528983468,31.781915949290298,145.36050886614817
648,EDGE,125,50,3,73.82975246196396,12.373670650369277,16.911845123034087,88.33195486347984
649,VEHICLE,130,15,2,85.5158146995387,99.20478593437305,49.199786655486896,117.03497746658195
650,VEHICLE,160,10,2,77.9869828408317,21.279567659925245,41.00380063763864,178.93066343786091
651,VEHICLE,130,15,2,85.25028135278455,40.48197491356926,39.30406769984403,80.3170778963722
652,CLOUD,105,300,3,81.9396069273958,19.871899621434927,15.695807535437586,174.77211206760018
653,VEHICLE,135,15,3,44.69654533093154,17.008749623134186,42.48171731168542,163.09829726291673
654,CLOUD,130,300,2,69.76995976143319,73.63031717808656,29.5353508499745,99.84409980349844
655,CLOUD,135,300,1,37.6291644417811,63.165578145250656,18.449446491172395,77.12932583336853
656,EDGE,135,50,1,59.43125719719984,76.74108467934754,27.839539572224105,122.66514576808684
657,CLOUD,135,300,1,80.7610237501355,64.86715522988979,7.892022072691097,148.0880084450161
658,EDGE,125,150,3,93.99121829964501,33.92387939414297,26.428920925889283,101.37981768407036
659,VEHICLE,155,10,3,48.61988801816612,35.54201513059892,14.104663071246499,68.51581323535248
660,VEHICLE,125,10,3,87.32672714310186,68.3327763483171,28.483569240457644,76.12131902678709
661,VEHICLE,165,15,1,75.17030802772621,60.939331824825246,11.742658658183093,159.74460521545151
662,EDGE,130,50,2,74.12526462035109,54.54530703583483,31.12353321293017,98.2327873661389
663,CLOUD,130,300,2,64.3753940920036,19.81077040257898,40.19472833299302,102.59742225238405
664,VEHICLE,160,15,2,68.8296385055082,98.49737149271732,41.27352945208249,87.77676102831204
665,EDGE,115,150,1,51.2519208166525,25.108530578930665,44.611525481951354,115.5336560812095
666,VEHICLE,160,15,2,30.689840834964002,97.00496565189087,25.88817163134359,160.2266332576283
667,EDGE,125,50,3,62.472179012824874,64.53543877833062,6.816879847476912,104.92905158981291
668,VEHICLE,165,15,1,51.429922703159036,63.74007794912551,32.222092276140614,82.63137761224499
669,VEHICLE,165,10,1,33.48994285148239,97.69263442624101,7.243006585880822,71.35797292440706
670,CLOUD,115,300,1,77.99174752475079,59.830610534986924,48.78596254156013,172.97264735197768
671,CLOUD,125,300,3,36.322757359608076,68.07443139734923,5.491857059752842,113.37055392036038
672,CLOUD,130,300,2,59.16172956735981,66.4271975448891,26.569525186677943,100.40272795253509
673,CLOUD,115,300,1,78.57284124356703,13.63196459657798,25.41958517305882,159.86197578915724
674,VEHICLE,140,15,2,40.522145474567495,15.121794983375654,49.83169866596022,178.56654018851492
675,EDGE,135,150,1,70.35222400850947,68.20621306160253,33.76784285877311,62.07331963434888
676,VEHICLE,165,10,1,71.26955139394414,72.73159789362887,8.390484392080683,145.63581269118305
677,VEHICLE,165,10,1,75.14260930589211,75.98069543562946,14.151415602589092,95.23510167377601
678,EDGE,130,150,2,40.593732449880335,25.786753567553845,10.265524455499849,157.73338871146632
679,EDGE,125,50,3,46.26040915409101,13.446947800280833,30.251186200712805,154.50704674240615
680,EDGE,130,150,2,48.89375060233989,87.09399162092869,36.90310440811976,166.1549736018531
681,EDGE,130,150,2,64.03371180433771,39.152640249887796,32.15385141759771,65.63869173336052
682,EDGE,135,50,1,83.86600457267167,97.00660797621497,35.904896953905904,177.35214133468568
683,EDGE,130,150,2,51.91496775005774,80.84373344940778,15.901946302787522,85.85052243971174
684,CLOUD,135,300,1,65.2983220245097,36.528391567846775,47.05088532834974,140.42118148282313
685,VEHICLE,155,10,3,50.48556690423618,29.70539187133235,36.032941508527294,114.76475740939631
686,CLOUD,135,300,1,85.99502976879359,68.2875806958188,41.06867272074414,116.94506578872775
687,VEHICLE,160,10,2,60.24081185114265,62.97068378113848,5.592591746734849,168.58914891867119
688,EDGE,125,50,3,91.89197487215851,44.36672871412749,16.403721882671356,125.29281447545524
689,VEHICLE,160,15,2,38.181707878235564,60.638335834272496,40.30783270689024,170.82934357082627
690,VEHICLE,165,10,1,60.231698192919026,63.683970608722525,19.376088561361527,84.63680923206648
691,CLOUD,105,300,3,71.29244155171914,59.88675736729875,15.170560504257667,165.21115608105623
692,EDGE,135,50,1,81.64105521025994,21.482588609785076,36.920962860313956,85.70270891898512
693,EDGE,135,50,1,52.37988226968737,16.891723047719488,26.39302358361962,139.16065693348833
694,VEHICLE,160,10,2,51.17373358241022,73.4771975038928,14.701192111044927,78.24084944800568
695,VEHICLE,135,15,3,50.39226271208267,19.783885463612712,41.896634373611306,127.9590945358723
696,VEHICLE,155,15,3,32.57244154278529,62.26025519032096,20.072999640998603,179.45056143247857
697,CLOUD,125,300,3,77.6555921530904,70.85299758618049,15.215601410227112,114.5414525252865
698,VEHICLE,160,15,2,72.85118046612013,62.74492229530463,8.538233036130649,167.3299438406963
699,CLOUD,110,300,2,58.105331257358586,42.230800683787855,21.396842409188412,156.22360511372014
700,CLOUD,135,300,1,74.89222919944838,55.53058853077714,24.338093688388135,114.63845757235669
701,VEHICLE,140,10,2,63.866433679511424,13.953748695476094,42.041020439042676,68.98976147258679
702,EDGE,105,50,3,58.42355061602329,29.839459541401695,48.16988184379478,103.72601118582753
703,VEHICLE,155,15,3,61.2390081464992,88.76812854846418,31.7154300688048,95.02542174219462
704,CLOUD,135,300,1,59.112566573989604,10.550430340599082,40.437047756091395,77.75740250395643
705,VEHICLE,160,15,2,68.5549993561365,33.98465455364196,49.45371043441113,74.39067632371852
706,VEHICLE,165,10,1,35.721066733703616,57.02595454944077,15.248028410097245,155.6133940100611
707,EDGE,125,50,3,65.74495471612278,91.60249003587553,8.092238116204436,100.06792097959595
708,EDGE,135,150,1,86.66822155940196,55.70935811271855,37.36712692104005,137.45914124185646
709,VEHICLE,155,10,3,64.07235424959195,44.81202748428577,47.81523172434091,113.0100456379516
710,VEHICLE,160,15,2,52.733474192307156,24.88642927607144,49.53742029834583,136.41667528270256
711,CLOUD,115,300,1,84.95746015147245,16.638736021587178,22.8726052530994,171.1350022161501
712,EDGE,135,150,1,34.29465904917217,35.34833706730967,20.26985983202426,165.3253489936052
713,VEHICLE,165,10,1,41.65245700393906,78.25090626207854,20.866893219052265,107.00212087455128
714,VEHICLE,165,10,1,57.052619633836116,76.77214920536719,9.104716594649052,163.73250132020962
715,CLOUD,130,300,2,63.8129379833136,27.162594527671274,20.869026160037805,123.39978915033451
716,CLOUD,105,300,3,59.494846748309065,25.038697916406115,36.674319414155235,177.2991131506283
717,EDGE,125,50,3,41.76299474656815,94.87711300195588,8.507723914492264,124.88553361603908
718,CLOUD,125,300,3,62.73146262527452,77.57337661408062,9.74351964647213,82.77244909912122
719,EDGE,125,150,3,44.11237801495411,82.2469808235681,10.320331483033147,146.68856342546303
720,CLOUD,135,300,1,31.250939872195644,37.97293308315916,26.726417837083282,91.07970578487047
721,CLOUD,125,300,3,44.25130772572365,49.9477914601499,17.49179302603214,85.66499108765979
722,EDGE,125,50,3,34.57863714831332,37.589954926460805,11.808682358549321,78.401057509496
723,VEHICLE,105,15,3,89.16924533383562,12.404902058964716,16.42088528072751,164.87224906771343
724,EDGE,130,50,2,87.49323135734616,89.36137780231532,32.61993297090993,82.61183658776565
725,CLOUD,130,300,2,41.865426290241125,32.68662592291719,22.911614757442543,147.4411288523538
726,VEHICLE,155,10,3,48.90480375674271,89.74093925342383,12.767508969465283,80.92680819748409
727,EDGE,125,50,3,30.665446323145705,59.800656080908425,27.841636233363605,136.16561368962488
728,VEHICLE,140,10,2,54.236023857339646,19.458500684657064,27.799115814200192,77.2624001954623
729,EDGE,125,50,3,85.99379726916973,89.12340823514715,29.2157589254306,148.124819245525
730,VEHICLE,160,10,2,44.72471560437867,65.84027328118117,18.109555741874928,149.67446429287924
731,EDGE,125,50,3,39.855640814406726,73.01279445302322,8.492719980362395,119.92312952408228
732,VEHICLE,160,15,2,64.21979713195438,94.31593054405549,25.30911439853552,100.37476407384483
733,VEHICLE,155,10,3,63.06489071848019,78.16620189506696,17.513428505930023,146.97559846154348
734,VEHICLE,165,10,1,30.25754592890768,69.93389249957966,18.810590750895813,164.6839531429037
735,EDGE,125,150,3,78.83693163837437,85.900779110748,14.377749851091194,144.44532508002345
736,VEHICLE,160,15,2,61.1441696083262,92.94700730993671,6.828624409807574,134.33800158856315
737,EDGE,135,150,1,68.6581408162361,39.549582374145515,37.6280480230488,138.60373577218604
738,VEHICLE,165,15,1,56.5245891476738,66.74140135561464,39.87049229664302,134.5053731088642
739,VEHICLE,160,10,2,66.12055277666232,37.51034323355536,46.06930386724759,160.021462875922
740,CLOUD,130,300,2,35.711582545381674,72.98542714295644,15.784742165304927,88.82000761067152
741,EDGE,130,50,2,66.89943373501957,60.546696584547746,31.796680310454708,65.48259924201196
742,CLOUD,135,300,1,53.40529549977375,83.75734475341326,48.025499657912675,148.13704567233276
743,EDGE,115,50,1,63.723472260056106,66.66774170603416,40.089173260214686,85.74209010032992
744,VEHICLE,130,15,2,90.54705409945703,23.590792378337426,46.79075838740287,167.0291484693338
745,CLOUD,130,300,2,94.47385266001663,99.37238519172514,13.97924511660971,96.82392034850382
746,EDGE,105,50,3,72.37557332248073,24.48319181929925,42.23742049138158,167.31936870694983
747,EDGE,125,50,3,94.10628884079797,59.51553873190068,19.657054757989854,130.67230971271178
748,VEHICLE,135,10,1,87.43651071861967,34.62238931655154,24.66433594179102,112.7741626649703
749,VEHICLE,125,15,3,86.64715420649316,66.54816975747138,38.111538289146544,143.31896912774346
750,EDGE,125,150,3,39.59199169189883,97.57350681282196,5.434079170307815,96.7491197577439
751,VEHICLE,135,15,3,45.49208500686725,11.759709482542839,33.01309750757171,91.75658149130376
752,VEHICLE,160,10,2,44.72909755261143,47.0921375546776,9.819180563007592,160.48558384445968
753,EDGE,115,50,1,43.44754768686204,33.43614870397617,48.75067598678772,103.46514913129334
754,VEHICLE,145,15,1,66.2677763206255,11.297799948987805,14.722241341918917,70.21530456235885
755,VEHICLE,165,10,1,31.60436094058416,58.732034117797106,42.872664118732814,93.75198625174679
756,VEHICLE,165,15,1,38.01002341983281,72.0518124664697,37.919979465349215,143.79721292810422
757,EDGE,135,150,1,36.12706904961992,75.796038588183,32.22435332908812,92.27430731209841
758,EDGE,125,150,3,86.69877190862097,41.137153222760816,13.014390901393188,100.37698596828359
759,EDGE,110,150,2,86.48483914722581,93.30959715511922,48.41341728869645,160.60069527492288
760,EDGE,130,50,2,31.17073406903448,85.74305788186187,16.221491705937172,109.8278583730704
761,VEHICLE,160,15,2,67.52068491229498,91.1020428059039,33.86316238254672,103.0934663018156
762,EDGE,130,50,2,67.72305363108109,62.047569378843484,6.165094380531868,126.78740839809207
763,EDGE,130,150,2,34.362272099726425,94.22848385741644,23.39291181409881,113.53305629269701
764,CLOUD,115,300,1,32.06558835525278,76.90295430599151,31.410099784520682,173.45490565091296
765,VEHICLE,160,10,2,45.01838975545024,40.32714072107852,6.825167681750765,65.02410738295917
766,EDGE,130,50,2,49.39551776636112,29.58010340494352,17.95333520960343,146.81224644371144
767,VEHICLE,165,10,1,72.78679630028596,61.7861849321182,20.37690822601309,139.14974532726103
768,VEHICLE,160,10,2,82.0603399927574,71.16854162338483,33.97205874929816,118.09642712086183
769,VEHICLE,165,15,1,36.28754664137616,49.795894571561234,42.78496901579781,68.02603472374422
770,EDGE,130,150,2,52.48185895018615,71.62367574387119,15.33632646484006,172.2527217722597
771,EDGE,135,50,1,70.77047246219806,34.243177052240256,35.865894503710976,132.29221436076847
772,VEHICLE,160,15,2,79.06699040371731,23.76987212656706,36.64538553184914,149.79792623227468
773,VEHICLE,155,10,3,36.174492507912824,46.417183286937004,21.583961124586985,134.95924531902594
774,VEHICLE,155,15,3,76.3133933101557,88.38460406707615,34.47569163841868,114.82622497135753
775,EDGE,110,50,2,89.28359431607896,62.74464509109856,43.36924947164084,130.20152878285285
776,EDGE,130,150,2,46.64657583419113,78.98634536758328,20.77298483304924,136.60978380469723
777,EDGE,130,150,2,58.16929952472485,20.99950810992464,10.165221575029165,82.38590744228424
778,VEHICLE,160,10,2,64.95471699188451,38.01432728693823,36.748639086171394,103.60808614851666
779,EDGE,105,50,3,85.44586352622588,48.76290964633777,40.04627656009686,109.96808437326271
780,CLOUD,135,300,1,89.853355919623,94.89459682615772,19.42690358259592,70.12597398571566
781,EDGE,125,150,3,39.71011961841168,77.65509855531407,10.675618573631684,65.32958505483165
782,VEHICLE,165,10,1,33.1260400073356,67.70848338206534,24.87534170869993,129.85226591965358
783,EDGE,125,50,3,65.56826804625086,63.601046720518795,31.274649373768806,70.82166829156907
784,EDGE,105,150,3,50.60467160331099,80.37823359564165,41.87938451833915,179.33667252462897
785,EDGE,125,150,3,65.47227682094359,92.75978251813196,35.67871083670278,111.19526208290046
786,CLOUD,135,300,1,88.25325218929027,56.61171168280385,47.919247988900224,133.8974862978662
787,VEHICLE,160,10,2,70.3647226029527,58.067640451574306,47.52390071371784,137.1443291038109
788,VEHICLE,160,15,2,63.13466039300917,51.99031536087129,11.604737598231521,155.50114628334603
789,VEHICLE,160,15,2,36.527430758938,69.41204453707525,19.083128530017746,88.31394392682486
790,EDGE,130,50,2,36.53385580899463,75.71579947207347,30.491054705838778,167.69810451242276
791,VEHICLE,155,15,3,46.76459832328082,27.019759778559003,14.173759633509787,89.25672193585436
792,EDGE,105,50,3,49.023607529421255,45.42982050572115,44.974166329855045,104.52128212808735
793,EDGE,125,150,3,79.55756079870145,24.877346531749495,22.702610296694964,82.52170680030557
794,EDGE,125,50,3,37.8822109973413,65.6929415944303,5.23373014874902,114.81856921705683
795,CLOUD,135,300,1,49.72575981636915,60.010432863570344,30.48499915141066,94.47193247420996
796,EDGE,110,50,2,73.15439948399455,73.48015947651118,46.154461883647116,115.6725672197264
797,EDGE,125,150,3,80.65244446271271,59.73048149470325,23.72542578014749,66.30952303047887
798,VEHICLE,165,15,1,56.56205371814472,58.47108222963237,35.10257785170957,124.63395631901447
799,EDGE,135,50,1,68.5396357168978,34.32895861207845,38.21868067988096,64.8033130810703
800,EDGE,125,150,3,86.50262994422181,76.89689149697746,34.459191961572614,86.34480791920865
801,EDGE,135,150,1,74.22977617165094,30.184430047165215,14.470534690689009,108.71716231097356
802,CLOUD,130,300,2,83.55539133799995,92.7399715849727,12.261610134176507,134.38247345342944
803,EDGE,135,50,1,87.00465175583307,66.81376719586504,6.214852157900074,70.8580251593914
804,VEHICLE,160,10,2,61.89809828972538,46.044851132064416,5.610577410592798,105.43439568168934
805,CLOUD,125,300,3,86.0411787431936,24.51699551821074,33.36649323269625,68.67163803905447
806,VEHICLE,165,15,1,54.61384317605937,31.32533549810775,23.263717076890845,126.03602763883353
807,CLOUD,125,300,3,74.0570689955002,91.98535672521376,31.457921478805634,96.7886144103847
808,EDGE,125,150,3,63.48051262742305,35.58079376885393,31.587246811657057,146.62977213076007
809,CLOUD,130,300,2,82.9513686516973,32.640416192048434,11.280173368073976,75.80867969279005
810,EDGE,125,150,3,43.52457287388881,74.83899373771065,30.82056399431771,108.64646786459275
811,EDGE,125,150,3,84.30932089773283,49.65616732463991,31.78711686339188,62.67885214069719
812,VEHICLE,165,15,1,58.48413268283289,33.2922328787581,28.472144455505955,129.3560359206524
813,VEHICLE,140,10,2,31.907852507231546,15.65142319979207,36.4175179492036,145.86648606065233
814,VEHICLE,155,15,3,79.33470174603906,83.00633530679664,16.81042203219951,86.31980658140732
815,EDGE,105,150,3,49.778953061544705,37.13617682150674,47.48747937980345,79.28852665544616
816,EDGE,125,150,3,77.04030553661698,21.783728262353605,39.219402454589826,149.7758220212226
817,VEHICLE,155,15,3,78.27922884018368,65.89478897497263,46.483058622215516,177.45105574560904
818,EDGE,130,150,2,41.51453175490948,25.12333501044398,37.98500798002372,66.9352020431283
819,VEHICLE,155,10,3,32.94280914685497,67.79759080705858,45.66896869835614,126.26442847555454
820,VEHICLE,160,15,2,78.78509576206316,79.73784989266686,34.27945520428523,143.9002483833978
821,EDGE,130,150,2,64.8006346816471,75.64598130564652,20.764096433655656,107.09010106092276
822,EDGE,110,150,2,39.94437165164163,61.94726094163307,47.57330506042482,148.9124773290174
823,EDGE,110,50,2,63.981125333208496,24.51687408433027,42.397217647924236,97.46378888750702
824,VEHICLE,155,15,3,80.97271698771483,84.63821933091766,25.640415783010607,108.76586130831294
825,EDGE,135,150,1,54.41499972853697,99.69279217977059,5.768953682349477,84.10067520172439
826,VEHICLE,155,10,3,36.89857929144863,53.13406775939333,7.047563394509057,138.14993747580542
827,EDGE,130,150,2,44.227497896410455,87.27196221327975,28.54571451650426,177.5383926327875
828,EDGE,130,50,2,69.7963178038081,38.23369511644347,31.841871768300944,104.57362432749791
829,EDGE,125,50,3,77.1882169267756,60.01032724267122,28.690337319619537,152.38802245125558
830,CLOUD,125,300,3,75.84915438940716,97.14203763627309,33.49117203669381,92.94858051536055
831,VEHICLE,155,10,3,44.18373973870588,41.221648564932536,33.10779152869464,104.7729086653426
832,EDGE,125,50,3,42.88813136188931,16.20517517141821,27.580836836308208,155.36110618797713
833,VEHICLE,165,15,1,37.04106207878298,76.15126384484189,10.388583990832892,97.76122319436175
834,VEHICLE,165,10,1,32.350793806926426,42.98771042744295,30.719274820873082,172.38380965814244
835,EDGE,130,50,2,41.46059137442706,21.65963548696972,29.688376592153723,109.27930024646048
836,EDGE,135,150,1,39.257265964534724,50.246070875221214,26.224684920127768,107.78864872449489
837,VEHICLE,165,10,1,51.170173980772915,69.26395281371,12.50459942494542,73.7492368438283
838,CLOUD,125,300,3,79.79402771505633,45.664870412409705,33.770669872515185,118.39828160908417
839,CLOUD,130,300,2,79.50196169958406,69.10836703047835,13.204656690568019,112.27277322006012
840,VEHICLE,160,10,2,40.45186184345736,55.63912788209198,26.87009538512438,133.26164032522536
841,VEHICLE,160,15,2,57.96269216517797,66.87581826812718,8.964288022078616,100.02458525177154
842,VEHICLE,155,15,3,48.95699434686074,31.341779888479167,11.964791449723153,149.065777296606
843,VEHICLE,140,10,2,30.67367324093846,11.778338477305232,20.313036270513003,128.12535721738283
844,VEHICLE,105,15,3,94.18281688191504,13.286133766654299,7.6531017615972825,91.72089142631478
845,EDGE,125,150,3,37.57455512840036,15.472136098150695,12.54828862159654,139.09891976201268
846,VEHICLE,165,15,1,70.52261870405786,68.93567422225189,15.114160783440564,175.5046029709233
847,EDGE,130,50,2,41.91851278698221,85.51638890002789,23.357632685549934,178.12678957457436
848,VEHICLE,165,15,1,68.46480456467009,74.22408477168291,42.57290962015979,102.94894111130037
849,EDGE,115,50,1,92.04487748421283,68.40620487636428,40.18381904003037,86.65316973906005
850,CLOUD,125,300,3,86.04833127263916,61.60884630277929,41.94926192399817,96.89852975242829
851,VEHICLE,165,10,1,75.91031996620325,46.57840471446306,39.73967992365074,117.48530734579877
852,EDGE,135,150,1,35.687039543943996,91.9491601435645,5.795688045823214,86.74091489041886
853,VEHICLE,115,10,1,88.712462424317,10.277561616267668,47.140381210696475,89.51828705959144
854,EDGE,125,50,3,45.45550850168237,47.19888737982627,25.88878690357675,97.1145447274062
855,EDGE,115,150,1,65.75999596920397,97.395644924789,43.2172779056448,149.31049366276437
856,VEHICLE,135,10,3,63.571273040265446,14.175334804361437,42.28547145753818,168.88527703877475
857,VEHICLE,155,15,3,35.64202581801408,21.07606895731409,35.39875063652815,69.8455149140417
858,VEHICLE,130,15,2,85.59543831710484,71.55586009510498,43.21405914061152,84.8600500351552
859,VEHICLE,135,10,3,68.51141082534404,11.917787591316284,39.09005130822386,91.1035880387127
860,VEHICLE,160,15,2,33.03667715167784,99.86102620400337,37.97036593830605,127.9192812212927
861,VEHICLE,160,15,2,44.082892040716935,33.210440766206666,17.901217990498985,91.0140896595047
862,CLOUD,135,300,1,54.94654907869889,19.578554627332757,12.307143543711126,106.45170281750839
863,VEHICLE,165,15,1,80.67486984806732,30.468388224335076,6.6357602348994975,164.00288331177262
864,CLOUD,115,300,1,36.0093727174038,23.104327779537588,10.039792618798948,158.94745858037496
865,EDGE,115,150,1,39.568588773098305,36.09823478390015,41.17219568727623,177.63102608566027
866,VEHICLE,165,10,1,68.66367734185792,53.02309804047282,24.60935134391731,73.02888277413928
867,CLOUD,110,300,2,70.68933783757214,74.9811046105025,47.336721298541136,179.22105814946872
868,EDGE,125,150,3,32.742049093684194,99.92351953581479,5.251244817846262,101.64717743703606
869,VEHICLE,155,10,3,66.93741135819437,71.22884862913035,38.03510998719051,147.19229483039052
870,VEHICLE,155,10,3,48.4123568964788,99.59349560192155,18.368154403312488,177.72323732906875
871,VEHICLE,160,10,2,75.099642636635,76.26301541649381,39.29215173359131,176.91259785297393
872,EDGE,125,150,3,71.47634199723672,23.935168925757406,39.32661035663437,70.33986614292368
873,VEHICLE,160,15,2,38.067449970356286,85.06150377345541,27.696525435162968,71.84363987456067
874,VEHICLE,165,10,1,32.177592841886955,74.32708733449228,46.69108933172281,66.05754953235183
875,VEHICLE,160,10,2,82.40414620492655,75.20487143590638,28.833363462307812,161.12139371738988
876,VEHICLE,125,10,3,93.82630651424668,29.53501892155924,49.42475723973063,122.44923040188097
877,EDGE,130,50,2,47.11202069306526,41.09064945792469,27.410735829276025,154.61537571859793
878,EDGE,130,150,2,45.66454115427171,23.72506774460833,28.70858755873051,141.81693421038858
879,EDGE,115,150,1,63.42377748788141,93.38094860552728,44.489091767993216,113.75348253849867
880,EDGE,125,150,3,60.25315506742887,31.22866360167724,12.66137279066723,127.06696096688475
881,EDGE,135,50,1,80.13457305334174,89.39001714503743,29.80954855033433,134.70725826740141
882,EDGE,105,50,3,62.77270981413572,17.70775109847459,49.69407008313252,98.07080840694842
883,EDGE,110,50,2,88.81962985229936,28.829454170216525,43.19416439129712,91.17140952759601
884,VEHICLE,160,10,2,56.69516075762289,57.26749312752131,19.618433104301857,138.81053180079783
885,VEHICLE,160,15,2,38.94231042021681,33.08654012914293,27.97394740685696,136.217685174193
886,VEHICLE,125,10,3,88.1460072150409,32.13225672619046,32.577464272304184,146.84056718122673
887,VEHICLE,165,15,1,84.14615938609944,73.70464459524533,10.443713554381958,124.83197103168148
888,VEHICLE,165,10,1,67.85215532383151,88.67287945051095,27.713075973120546,98.12409266744041
889,VEHICLE,165,15,1,62.39863895722535,33.897778239271176,45.3577886402225,163.1698334666679
890,CLOUD,105,300,3,73.26401528776873,13.48360585018149,36.17778693381041,165.85261830580225
891,EDGE,110,150,2,85.52568013594666,21.673261728050278,49.75010011971082,151.57100782483957
892,VEHICLE,135,10,1,87.56873922594505,71.9017300096109,28.70220778411394,91.76525963335136
893,VEHICLE,165,15,1,41.03474712482168,69.25052955194201,40.67133333369617,72.52140363058302
894,CLOUD,125,300,3,47.12864254748767,22.919758718121933,16.40261158663632,114.31551727508185
895,VEHICLE,160,10,2,57.32010169313673,67.52949186756797,31.283260392091236,115.66878545617615
896,EDGE,130,50,2,54.97371338843145,48.359662760254196,23.267265463747606,66.07495215372214
897,VEHICLE,160,10,2,55.02759809739895,68.170985681053,15.933495929830439,117.3189740449763
898,CLOUD,135,300,1,77.75462350339015,57.22827949135196,19.704601273316147,148.32142197376913
899,CLOUD,110,300,2,49.46584643980769,70.03637240914944,40.661551456646194,160.52207486513288
900,CLOUD,125,300,3,69.04319634308821,80.99426735222175,47.64840721740799,107.07848408012592
901,VEHICLE,155,10,3,63.14763846984679,36.84862677874795,49.301870611484546,77.99872754754782
902,EDGE,105,150,3,35.30573672251153,78.90839763685116,44.82309023530592,172.85352987776417
903,EDGE,130,150,2,70.88509088767896,44.119917378600356,24.216072539475196,93.6202615059444
904,EDGE,115,50,1,73.11827655420839,23.92959548342015,42.83056407288128,119.15404377669708
905,EDGE,105,50,3,90.24594248326964,30.11035135489395,48.65860929878299,93.30383739582042
906,VEHICLE,160,15,2,60.992855062196966,32.34246318494405,27.773937416916425,115.07984590129257
907,EDGE,105,50,3,59.995500707114694,66.95824693273471,41.21110074644519,95.05391528072012
908,CLOUD,105,300,3,64.90159754806106,40.78635206496581,29.906442919594692,161.42180440999874
