step,vehicle_id,speed,position_x,position_y,traffic_density,network_quality,battery,task_type,priority,latency_requirement,task_size,decision,timestamp
40,veh2,12.33,480.81,0.0,HIGH,MODERATE,82.76,traffic_sign_recognition,7,49,27,EDGE,2026-06-23 00:01:30
40,veh20,11.8,30.2,0.0,HIGH,MODERATE,56.75,traffic_sign_recognition,6,42,26,EDGE,2026-06-23 00:01:30
40,veh21,11.5,5.1,0.0,HIGH,POOR,62.47,vehicle_diagnostics,1,111,115,EDGE,2026-06-23 00:01:30
40,veh3,13.41,459.21,0.0,HIGH,MODERATE,68.88,lane_detection,10,16,29,VEHICLE,2026-06-23 00:01:30
40,veh4,12.72,436.0,0.0,HIGH,POOR,42.81,vehicle_diagnostics,5,186,91,EDGE,2026-06-23 00:01:30
40,veh5,11.56,414.03,0.0,HIGH,POOR,73.9,route_planning,7,98,82,EDGE,2026-06-23 00:01:30
40,veh6,10.25,332.63,0.0,HIGH,POOR,76.25,traffic_sign_recognition,6,61,44,EDGE,2026-06-23 00:01:30
40,veh7,11.9,313.49,0.0,HIGH,POOR,91.75,vehicle_diagnostics,5,193,85,EDGE,2026-06-23 00:01:30
40,veh8,11.9,291.47,0.0,HIGH,MODERATE,82.69,vehicle_diagnostics,2,143,57,EDGE,2026-06-23 00:01:30
40,veh9,10.5,269.88,0.0,HIGH,POOR,94.41,vehicle_diagnostics,2,156,82,EDGE,2026-06-23 00:01:30
41,veh10,10.7,250.82,0.0,HIGH,MODERATE,81.59,vehicle_diagnostics,5,177,63,EDGE,2026-06-23 00:01:30
41,veh11,10.37,229.87,0.0,HIGH,MODERATE,43.96,vehicle_diagnostics,4,160,102,EDGE,2026-06-23 00:01:30
41,veh12,10.28,209.74,0.0,HIGH,MODERATE,67.33,traffic_sign_recognition,8,67,49,EDGE,2026-06-23 00:01:30
41,veh13,11.68,189.95,0.0,HIGH,MODERATE,60.92,traffic_sign_recognition,8,37,44,EDGE,2026-06-23 00:01:30
41,veh14,10.89,168.48,0.0,HIGH,MODERATE,38.19,obstacle_detection,9,12,31,VEHICLE,2026-06-23 00:01:30
41,veh15,10.45,148.02,0.0,HIGH,POOR,85.28,driver_behavior_analysis,5,192,116,EDGE,2026-06-23 00:01:30
41,veh16,11.51,127.01,0.0,HIGH,MODERATE,58.59,driver_behavior_analysis,5,159,76,EDGE,2026-06-23 00:01:30
41,veh17,12.09,105.73,0.0,HIGH,MODERATE,48.16,vehicle_diagnostics,3,165,93,EDGE,2026-06-23 00:01:30
41,veh18,10.58,84.84,0.0,HIGH,POOR,68.04,lane_detection,9,21,23,VEHICLE,2026-06-23 00:01:30
41,veh19,12.63,64.42,0.0,HIGH,POOR,93.41,traffic_sign_recognition,8,68,47,EDGE,2026-06-23 00:01:30
41,veh2,12.79,493.59,0.0,HIGH,MODERATE,50.95,vehicle_diagnostics,1,130,112,EDGE,2026-06-23 00:01:30
41,veh20,10.82,41.02,0.0,HIGH,MODERATE,70.82,lane_detection,9,28,22,VEHICLE,2026-06-23 00:01:30
41,veh21,13.13,18.23,0.0,HIGH,POOR,79.59,obstacle_detection,9,20,14,VEHICLE,2026-06-23 00:01:30
41,veh3,12.59,471.81,0.0,HIGH,POOR,46.21,obstacle_detection,9,14,18,VEHICLE,2026-06-23 00:01:30
41,veh4,12.77,448.76,0.0,HIGH,MODERATE,41.93,driver_behavior_analysis,4,196,75,EDGE,2026-06-23 00:01:30
41,veh5,12.18,426.21,0.0,HIGH,POOR,86.05,traffic_sign_recognition,6,43,50,EDGE,2026-06-23 00:01:30
41,veh6,10.33,342.96,0.0,HIGH,POOR,40.87,lane_detection,9,18,17,VEHICLE,2026-06-23 00:01:30
41,veh7,10.21,323.7,0.0,HIGH,MODERATE,39.97,traffic_sign_recognition,6,54,24,EDGE,2026-06-23 00:01:30
41,veh8,11.38,302.85,0.0,HIGH,MODERATE,80.32,driver_behavior_analysis,1,174,85,EDGE,2026-06-23 00:01:30
41,veh9,12.2,282.08,0.0,HIGH,MODERATE,88.07,vehicle_diagnostics,5,140,115,EDGE,2026-06-23 00:01:30
42,veh10,10.85,261.68,0.0,HIGH,POOR,87.35,driver_behavior_analysis,4,101,50,EDGE,2026-06-23 00:01:30
42,veh11,10.85,240.71,0.0,HIGH,MODERATE,66.18,route_planning,4,85,75,EDGE,2026-06-23 00:01:30
42,veh12,10.45,220.19,0.0,HIGH,MODERATE,36.22,vehicle_diagnostics,5,118,106,EDGE,2026-06-23 00:01:30
42,veh13,10.43,200.38,0.0,HIGH,POOR,92.57,obstacle_detection,8,10,28,VEHICLE,2026-06-23 00:01:30
42,veh14,11.32,179.79,0.0,HIGH,POOR,53.67,lane_detection,9,28,34,VEHICLE,2026-06-23 00:01:30
42,veh15,10.45,158.47,0.0,HIGH,POOR,84.44,obstacle_detection,9,13,10,VEHICLE,2026-06-23 00:01:30
42,veh16,11.03,138.04,0.0,HIGH,MODERATE,43.4,obstacle_detection,8,27,19,VEHICLE,2026-06-23 00:01:30
42,veh17,11.25,116.97,0.0,HIGH,MODERATE,66.41,traffic_sign_recognition,8,48,48,EDGE,2026-06-23 00:01:30
42,veh18,11.86,96.7,0.0,HIGH,POOR,38.44,obstacle_detection,8,21,29,VEHICLE,2026-06-23 00:01:30
42,veh19,11.1,75.52,0.0,HIGH,MODERATE,82.67,obstacle_detection,10,15,16,VEHICLE,2026-06-23 00:01:30
42,veh20,13.39,54.41,0.0,HIGH,POOR,48.52,lane_detection,10,28,11,VEHICLE,2026-06-23 00:01:30
42,veh21,11.23,29.46,0.0,HIGH,MODERATE,60.36,obstacle_detection,9,17,19,VEHICLE,2026-06-23 00:01:30
42,veh22,11.42,5.1,0.0,HIGH,MODERATE,41.68,traffic_sign_recognition,8,45,38,EDGE,2026-06-23 00:01:30
42,veh3,12.98,484.79,0.0,HIGH,MODERATE,59.2,driver_behavior_analysis,2,108,70,EDGE,2026-06-23 00:01:30
42,veh4,13.35,462.11,0.0,HIGH,MODERATE,70.89,driver_behavior_analysis,2,143,71,EDGE,2026-06-23 00:01:30
42,veh5,12.95,439.16,0.0,HIGH,MODERATE,86.28,traffic_sign_recognition,7,59,37,EDGE,2026-06-23 00:01:30
42,veh6,10.78,353.74,0.0,HIGH,MODERATE,92.17,vehicle_diagnostics,1,175,120,EDGE,2026-06-23 00:01:30
42,veh7,10.41,334.1,0.0,HIGH,POOR,73.29,driver_behavior_analysis,4,177,56,EDGE,2026-06-23 00:01:30
42,veh8,10.62,313.47,0.0,HIGH,POOR,74.9,driver_behavior_analysis,4,135,97,EDGE,2026-06-23 00:01:30
42,veh9,11.71,293.79,0.0,HIGH,MODERATE,55.02,driver_behavior_analysis,1,195,72,EDGE,2026-06-23 00:01:30
43,veh10,11.07,272.75,0.0,HIGH,MODERATE,87.39,obstacle_detection,8,19,14,VEHICLE,2026-06-23 00:01:30
43,veh11,11.26,251.97,0.0,HIGH,MODERATE,61.91,lane_detection,8,28,12,VEHICLE,2026-06-23 00:01:30
43,veh12,10.68,230.86,0.0,HIGH,MODERATE,39.57,traffic_sign_recognition,7,62,27,EDGE,2026-06-23 00:01:30
43,veh13,10.89,211.27,0.0,HIGH,MODERATE,77.4,traffic_sign_recognition,8,34,21,EDGE,2026-06-23 00:01:30
43,veh14,10.57,190.36,0.0,HIGH,MODERATE,81.32,vehicle_diagnostics,4,103,94,EDGE,2026-06-23 00:01:30
43,veh15,11.23,169.7,0.0,HIGH,POOR,87.3,lane_detection,8,30,13,VEHICLE,2026-06-23 00:01:30
43,veh16,10.45,148.49,0.0,HIGH,MODERATE,51.83,route_planning,7,113,63,EDGE,2026-06-23 00:01:30
43,veh17,11.64,128.62,0.0,HIGH,MODERATE,89.79,obstacle_detection,9,24,28,VEHICLE,2026-06-23 00:01:30
43,veh18,10.69,107.39,0.0,HIGH,POOR,92.4,route_planning,6,101,50,EDGE,2026-06-23 00:01:30
43,veh19,11.33,86.85,0.0,HIGH,POOR,39.91,lane_detection,9,10,30,VEHICLE,2026-06-23 00:01:30
43,veh20,11.85,66.26,0.0,HIGH,MODERATE,46.57,vehicle_diagnostics,3,131,67,EDGE,2026-06-23 00:01:30
43,veh21,13.66,43.12,0.0,HIGH,POOR,64.08,driver_behavior_analysis,3,184,84,EDGE,2026-06-23 00:01:30
43,veh22,12.23,17.33,0.0,HIGH,MODERATE,82.08,traffic_sign_recognition,6,45,29,EDGE,2026-06-23 00:01:30
43,veh3,13.37,498.16,0.0,HIGH,MODERATE,74.08,lane_detection,8,24,17,VEHICLE,2026-06-23 00:01:30
43,veh4,12.89,475.0,0.0,HIGH,MODERATE,87.6,lane_detection,8,21,27,VEHICLE,2026-06-23 00:01:30
43,veh5,13.32,452.48,0.0,HIGH,POOR,49.58,obstacle_detection,10,14,35,VEHICLE,2026-06-23 00:01:30
43,veh6,10.45,364.19,0.0,HIGH,MODERATE,65.02,driver_behavior_analysis,2,173,71,EDGE,2026-06-23 00:01:30
43,veh7,10.88,344.98,0.0,HIGH,POOR,61.56,obstacle_detection,9,25,11,VEHICLE,2026-06-23 00:01:30
43,veh8,11.07,324.54,0.0,HIGH,MODERATE,75.6,traffic_sign_recognition,8,55,34,EDGE,2026-06-23 00:01:30
43,veh9,10.41,304.2,0.0,HIGH,MODERATE,92.79,route_planning,7,76,64,EDGE,2026-06-23 00:01:30
44,veh10,10.77,283.52,0.0,HIGH,POOR,51.52,lane_detection,10,20,12,VEHICLE,2026-06-23 00:01:30
44,veh11,10.74,262.72,0.0,HIGH,MODERATE,37.65,obstacle_detection,10,19,34,VEHICLE,2026-06-23 00:01:30
44,veh12,10.77,241.63,0.0,HIGH,POOR,73.11,obstacle_detection,8,24,17,VEHICLE,2026-06-23 00:01:30
44,veh13,10.44,221.7,0.0,HIGH,MODERATE,77.99,lane_detection,8,23,33,VEHICLE,2026-06-23 00:01:30
44,veh14,11.24,201.6,0.0,HIGH,POOR,82.65,lane_detection,8,17,31,VEHICLE,2026-06-23 00:01:30
44,veh15,10.25,179.95,0.0,HIGH,POOR,55.88,obstacle_detection,9,16,12,VEHICLE,2026-06-23 00:01:30
44,veh16,12.01,160.51,0.0,HIGH,MODERATE,87.69,lane_detection,10,11,18,VEHICLE,2026-06-23 00:01:30
44,veh17,10.19,138.81,0.0,HIGH,POOR,69.14,route_planning,4,103,71,EDGE,2026-06-23 00:01:30
44,veh18,12.07,119.46,0.0,HIGH,MODERATE,46.43,route_planning,4,119,44,EDGE,2026-06-23 00:01:30
44,veh19,10.2,97.05,0.0,HIGH,POOR,83.53,route_planning,6,72,47,EDGE,2026-06-23 00:01:30
44,veh20,11.71,77.97,0.0,HIGH,POOR,36.98,traffic_sign_recognition,7,69,50,EDGE,2026-06-23 00:01:30
44,veh21,12.04,55.15,0.0,HIGH,POOR,48.92,vehicle_diagnostics,1,173,67,EDGE,2026-06-23 00:01:30
44,veh22,13.17,30.5,0.0,HIGH,MODERATE,39.88,driver_behavior_analysis,1,137,82,EDGE,2026-06-23 00:01:30
44,veh23,11.24,5.1,0.0,HIGH,MODERATE,86.92,route_planning,7,100,72,EDGE,2026-06-23 00:01:30
44,veh4,12.73,487.72,0.0,HIGH,POOR,85.98,driver_behavior_analysis,1,123,67,EDGE,2026-06-23 00:01:30
44,veh5,12.51,464.99,0.0,HIGH,MODERATE,50.21,route_planning,6,73,86,EDGE,2026-06-23 00:01:30
44,veh6,10.63,374.82,0.0,HIGH,MODERATE,92.87,route_planning,5,77,82,EDGE,2026-06-23 00:01:30
44,veh7,9.64,354.62,0.0,HIGH,POOR,80.84,driver_behavior_analysis,1,157,82,EDGE,2026-06-23 00:01:30
44,veh8,11.54,336.08,0.0,HIGH,MODERATE,47.36,vehicle_diagnostics,3,195,57,EDGE,2026-06-23 00:01:30
44,veh9,10.86,315.06,0.0,HIGH,MODERATE,85.33,traffic_sign_recognition,6,42,24,EDGE,2026-06-23 00:01:30
45,veh10,11.86,295.38,0.0,HIGH,MODERATE,75.39,traffic_sign_recognition,6,61,50,EDGE,2026-06-23 00:01:30
45,veh11,11.59,274.3,0.0,HIGH,POOR,44.95,obstacle_detection,9,23,25,VEHICLE,2026-06-23 00:01:30
45,veh12,11.52,253.15,0.0,HIGH,POOR,61.9,vehicle_diagnostics,2,196,89,EDGE,2026-06-23 00:01:30
45,veh13,11.15,232.85,0.0,HIGH,MODERATE,39.38,obstacle_detection,10,29,17,VEHICLE,2026-06-23 00:01:30
45,veh14,10.23,211.83,0.0,HIGH,MODERATE,74.76,route_planning,6,109,46,EDGE,2026-06-23 00:01:30
45,veh15,11.23,191.17,0.0,HIGH,MODERATE,53.04,traffic_sign_recognition,8,69,43,EDGE,2026-06-23 00:01:30
45,veh16,9.52,170.03,0.0,HIGH,MODERATE,36.08,traffic_sign_recognition,6,53,36,EDGE,2026-06-23 00:01:30
45,veh17,11.23,150.04,0.0,HIGH,POOR,92.14,driver_behavior_analysis,3,132,110,EDGE,2026-06-23 00:01:30
45,veh18,10.13,129.59,0.0,HIGH,POOR,73.1,obstacle_detection,9,29,19,VEHICLE,2026-06-23 00:01:30
45,veh19,12.0,109.04,0.0,HIGH,POOR,61.35,driver_behavior_analysis,2,161,90,EDGE,2026-06-23 00:01:30
45,veh20,10.51,88.49,0.0,HIGH,POOR,59.57,obstacle_detection,9,15,35,VEHICLE,2026-06-23 00:01:30
45,veh21,12.43,67.58,0.0,HIGH,POOR,62.41,vehicle_diagnostics,4,161,76,EDGE,2026-06-23 00:01:30
45,veh22,12.76,43.26,0.0,HIGH,POOR,60.01,driver_behavior_analysis,5,162,53,EDGE,2026-06-23 00:01:30
45,veh23,13.23,18.33,0.0,HIGH,MODERATE,45.61,driver_behavior_analysis,1,158,113,EDGE,2026-06-23 00:01:30
45,veh5,13.34,478.33,0.0,HIGH,MODERATE,90.03,driver_behavior_analysis,2,191,61,EDGE,2026-06-23 00:01:30
45,veh6,10.88,385.7,0.0,HIGH,POOR,75.97,traffic_sign_recognition,7,53,28,EDGE,2026-06-23 00:01:30
45,veh7,10.8,365.42,0.0,HIGH,MODERATE,61.08,vehicle_diagnostics,3,164,85,EDGE,2026-06-23 00:01:30
45,veh8,9.26,345.34,0.0,HIGH,MODERATE,53.56,traffic_sign_recognition,8,55,40,EDGE,2026-06-23 00:01:30
45,veh9,11.04,326.1,0.0,HIGH,MODERATE,45.99,lane_detection,10,24,26,VEHICLE,2026-06-23 00:01:30
46,veh10,10.9,306.28,0.0,HIGH,MODERATE,38.52,lane_detection,10,30,20,VEHICLE,2026-06-23 00:01:30
46,veh11,11.91,286.21,0.0,HIGH,POOR,68.24,lane_detection,10,19,35,VEHICLE,2026-06-23 00:01:30
46,veh12,12.09,265.24,0.0,HIGH,POOR,85.37,route_planning,5,117,41,EDGE,2026-06-23 00:01:30
46,veh13,11.36,244.21,0.0,HIGH,MODERATE,66.33,traffic_sign_recognition,8,68,30,EDGE,2026-06-23 00:01:30
46,veh14,11.16,222.98,0.0,HIGH,MODERATE,41.52,route_planning,4,89,58,EDGE,2026-06-23 00:01:30
46,veh15,10.85,202.02,0.0,HIGH,POOR,66.7,obstacle_detection,8,14,27,VEHICLE,2026-06-23 00:01:30
46,veh16,11.74,181.78,0.0,HIGH,POOR,63.65,lane_detection,10,21,28,VEHICLE,2026-06-23 00:01:30
46,veh17,9.56,159.6,0.0,HIGH,POOR,67.07,driver_behavior_analysis,1,124,85,EDGE,2026-06-23 00:01:30
46,veh18,10.86,140.45,0.0,HIGH,MODERATE,67.77,route_planning,6,93,65,EDGE,2026-06-23 00:01:30
46,veh19,10.97,120.02,0.0,HIGH,MODERATE,88.52,route_planning,4,77,89,EDGE,2026-06-23 00:01:30
46,veh20,12.16,100.64,0.0,HIGH,MODERATE,93.51,traffic_sign_recognition,6,64,26,EDGE,2026-06-23 00:01:30
46,veh21,10.22,77.81,0.0,HIGH,POOR,58.43,vehicle_diagnostics,5,114,79,EDGE,2026-06-23 00:01:30
46,veh22,13.52,56.78,0.0,HIGH,MODERATE,70.67,driver_behavior_analysis,3,150,118,EDGE,2026-06-23 00:01:30
46,veh23,12.63,30.97,0.0,HIGH,POOR,64.03,driver_behavior_analysis,3,193,66,EDGE,2026-06-23 00:01:30
46,veh24,11.39,5.1,0.0,HIGH,POOR,49.91,obstacle_detection,8,20,24,VEHICLE,2026-06-23 00:01:30
46,veh5,14.13,492.45,0.0,HIGH,POOR,48.55,obstacle_detection,8,30,27,VEHICLE,2026-06-23 00:01:30
46,veh6,10.79,396.48,0.0,HIGH,POOR,42.57,traffic_sign_recognition,7,65,48,EDGE,2026-06-23 00:01:30
46,veh7,11.5,376.91,0.0,HIGH,POOR,82.33,route_planning,5,85,40,EDGE,2026-06-23 00:01:30
46,veh8,10.48,355.82,0.0,HIGH,MODERATE,82.28,traffic_sign_recognition,6,39,36,EDGE,2026-06-23 00:01:30
46,veh9,9.5,335.6,0.0,HIGH,MODERATE,89.71,vehicle_diagnostics,5,197,110,EDGE,2026-06-23 00:01:30
47,veh10,11.19,317.48,0.0,HIGH,MODERATE,41.86,lane_detection,8,19,29,VEHICLE,2026-06-23 00:01:30
47,veh11,10.48,296.7,0.0,HIGH,MODERATE,85.01,route_planning,7,81,56,EDGE,2026-06-23 00:01:30
47,veh12,12.2,277.44,0.0,HIGH,POOR,35.15,route_planning,4,112,53,EDGE,2026-06-23 00:01:30
47,veh13,11.85,256.06,0.0,HIGH,MODERATE,51.27,vehicle_diagnostics,3,182,104,EDGE,2026-06-23 00:01:30
47,veh14,11.41,234.39,0.0,HIGH,POOR,52.58,driver_behavior_analysis,2,168,94,EDGE,2026-06-23 00:01:30
47,veh15,11.03,213.05,0.0,HIGH,MODERATE,86.51,obstacle_detection,8,14,25,VEHICLE,2026-06-23 00:01:30
47,veh16,10.37,192.14,0.0,HIGH,POOR,63.41,vehicle_diagnostics,4,138,95,EDGE,2026-06-23 00:01:30
47,veh17,12.06,171.65,0.0,HIGH,POOR,94.05,obstacle_detection,9,26,20,VEHICLE,2026-06-23 00:01:30
47,veh18,9.71,150.16,0.0,HIGH,POOR,53.01,obstacle_detection,8,10,19,VEHICLE,2026-06-23 00:01:30
47,veh19,10.8,130.82,0.0,HIGH,MODERATE,89.47,lane_detection,8,29,11,VEHICLE,2026-06-23 00:01:30
47,veh20,10.83,111.48,0.0,HIGH,POOR,69.78,driver_behavior_analysis,5,122,59,EDGE,2026-06-23 00:01:30
47,veh21,12.59,90.4,0.0,HIGH,MODERATE,87.8,traffic_sign_recognition,7,44,45,EDGE,2026-06-23 00:01:30
47,veh22,10.72,67.5,0.0,HIGH,POOR,72.74,driver_behavior_analysis,1,197,86,EDGE,2026-06-23 00:01:30
47,veh23,12.8,43.77,0.0,HIGH,POOR,35.32,vehicle_diagnostics,5,134,91,EDGE,2026-06-23 00:01:30
47,veh24,11.54,16.64,0.0,HIGH,POOR,64.61,driver_behavior_analysis,5,118,61,EDGE,2026-06-23 00:01:30
47,veh6,10.91,407.4,0.0,HIGH,POOR,55.55,driver_behavior_analysis,3,183,86,EDGE,2026-06-23 00:01:30
47,veh7,9.94,386.85,0.0,HIGH,MODERATE,41.23,obstacle_detection,9,30,19,VEHICLE,2026-06-23 00:01:30
47,veh8,11.89,367.71,0.0,HIGH,POOR,41.35,traffic_sign_recognition,7,68,42,EDGE,2026-06-23 00:01:30
47,veh9,10.54,346.14,0.0,HIGH,MODERATE,78.91,lane_detection,9,14,34,VEHICLE,2026-06-23 00:01:30
48,veh10,11.38,328.85,0.0,HIGH,POOR,94.01,obstacle_detection,10,30,30,VEHICLE,2026-06-23 00:01:30
48,veh11,10.92,307.62,0.0,HIGH,MODERATE,69.04,lane_detection,10,24,26,VEHICLE,2026-06-23 00:01:30
48,veh12,9.72,287.17,0.0,HIGH,MODERATE,93.39,vehicle_diagnostics,1,113,65,EDGE,2026-06-23 00:01:30
48,veh13,12.1,268.16,0.0,HIGH,POOR,49.84,route_planning,7,73,80,EDGE,2026-06-23 00:01:30
48,veh14,11.58,245.98,0.0,HIGH,MODERATE,45.86,route_planning,7,118,70,EDGE,2026-06-23 00:01:30
48,veh15,11.6,224.66,0.0,HIGH,POOR,40.12,traffic_sign_recognition,7,53,46,EDGE,2026-06-23 00:01:30
48,veh16,11.41,203.56,0.0,HIGH,MODERATE,46.09,driver_behavior_analysis,3,142,116,EDGE,2026-06-23 00:01:30
48,veh17,10.61,182.27,0.0,HIGH,POOR,39.86,lane_detection,8,28,28,VEHICLE,2026-06-23 00:01:30
48,veh18,11.81,161.97,0.0,HIGH,POOR,66.09,lane_detection,8,28,12,VEHICLE,2026-06-23 00:01:30
48,veh19,9.95,140.77,0.0,HIGH,MODERATE,62.64,route_planning,4,112,60,EDGE,2026-06-23 00:01:30
48,veh20,11.07,122.55,0.0,HIGH,POOR,55.95,traffic_sign_recognition,7,62,41,EDGE,2026-06-23 00:01:30
48,veh21,10.76,101.16,0.0,HIGH,MODERATE,55.82,driver_behavior_analysis,4,146,81,EDGE,2026-06-23 00:01:30
48,veh22,12.07,79.57,0.0,HIGH,POOR,86.91,route_planning,6,117,62,EDGE,2026-06-23 00:01:30
48,veh23,11.83,55.6,0.0,HIGH,POOR,46.93,lane_detection,8,16,15,VEHICLE,2026-06-23 00:01:30
48,veh24,11.86,28.5,0.0,HIGH,MODERATE,59.02,lane_detection,9,24,18,VEHICLE,2026-06-23 00:01:30
48,veh25,11.17,5.1,0.0,HIGH,MODERATE,56.75,obstacle_detection,8,21,16,VEHICLE,2026-06-23 00:01:30
48,veh6,11.36,418.76,0.0,HIGH,MODERATE,43.44,traffic_sign_recognition,6,48,28,EDGE,2026-06-23 00:01:30
48,veh7,10.66,397.52,0.0,HIGH,MODERATE,88.62,vehicle_diagnostics,4,115,79,EDGE,2026-06-23 00:01:30
48,veh8,10.11,377.82,0.0,HIGH,MODERATE,67.75,driver_behavior_analysis,5,153,92,EDGE,2026-06-23 00:01:30
48,veh9,11.4,357.54,0.0,HIGH,POOR,82.53,obstacle_detection,9,11,35,VEHICLE,2026-06-23 00:01:30
49,veh10,11.24,340.1,0.0,HIGH,POOR,89.47,driver_behavior_analysis,3,200,65,EDGE,2026-06-23 00:01:30
49,veh11,11.04,318.66,0.0,HIGH,POOR,61.34,lane_detection,9,10,23,VEHICLE,2026-06-23 00:01:30
49,veh12,10.6,297.77,0.0,HIGH,POOR,58.42,vehicle_diagnostics,3,127,78,EDGE,2026-06-23 00:01:30
49,veh13,9.92,278.09,0.0,HIGH,POOR,72.75,obstacle_detection,9,26,13,VEHICLE,2026-06-23 00:01:30
49,veh14,12.59,258.56,0.0,HIGH,MODERATE,71.22,traffic_sign_recognition,6,49,27,EDGE,2026-06-23 00:01:30
49,veh15,11.78,236.44,0.0,HIGH,POOR,74.34,vehicle_diagnostics,5,104,51,EDGE,2026-06-23 00:01:30
49,veh16,11.24,214.79,0.0,HIGH,MODERATE,91.79,obstacle_detection,9,14,34,VEHICLE,2026-06-23 00:01:30
49,veh17,11.84,194.11,0.0,HIGH,POOR,44.26,route_planning,7,113,64,EDGE,2026-06-23 00:01:30
49,veh18,11.02,173.0,0.0,HIGH,POOR,87.59,vehicle_diagnostics,4,178,57,EDGE,2026-06-23 00:01:30
49,veh19,12.29,153.06,0.0,HIGH,MODERATE,69.32,lane_detection,10,22,19,VEHICLE,2026-06-23 00:01:30
49,veh20,9.01,131.56,0.0,HIGH,POOR,49.65,traffic_sign_recognition,7,58,24,EDGE,2026-06-23 00:01:30
49,veh21,10.83,111.99,0.0,HIGH,MODERATE,59.34,lane_detection,9,28,33,VEHICLE,2026-06-23 00:01:30
49,veh22,10.58,90.16,0.0,HIGH,MODERATE,42.18,driver_behavior_analysis,4,180,96,EDGE,2026-06-23 00:01:30
49,veh23,12.62,68.22,0.0,HIGH,POOR,67.51,route_planning,4,116,69,EDGE,2026-06-23 00:01:30
49,veh24,11.13,39.63,0.0,HIGH,POOR,40.33,vehicle_diagnostics,3,176,116,EDGE,2026-06-23 00:01:30
49,veh25,10.18,15.28,0.0,HIGH,POOR,59.24,obstacle_detection,9,11,18,VEHICLE,2026-06-23 00:01:30
49,veh6,10.26,429.02,0.0,HIGH,POOR,40.05,driver_behavior_analysis,3,124,74,EDGE,2026-06-23 00:01:30
49,veh7,11.47,408.99,0.0,HIGH,MODERATE,54.85,lane_detection,10,26,15,VEHICLE,2026-06-23 00:01:30
49,veh8,11.15,388.96,0.0,HIGH,MODERATE,63.52,lane_detection,9,11,29,VEHICLE,2026-06-23 00:01:30
49,veh9,10.03,367.57,0.0,HIGH,MODERATE,94.47,route_planning,5,114,54,EDGE,2026-06-23 00:01:30
50,veh10,10.67,350.77,0.0,HIGH,MODERATE,92.75,lane_detection,10,14,26,VEHICLE,2026-06-23 00:01:30
50,veh11,11.49,330.15,0.0,HIGH,MODERATE,78.76,traffic_sign_recognition,6,41,31,EDGE,2026-06-23 00:01:30
50,veh12,10.57,308.34,0.0,HIGH,MODERATE,42.22,lane_detection,9,29,18,VEHICLE,2026-06-23 00:01:30
50,veh13,11.1,289.19,0.0,HIGH,POOR,75.7,traffic_sign_recognition,8,50,29,EDGE,2026-06-23 00:01:30
50,veh14,9.5,268.07,0.0,HIGH,POOR,52.79,traffic_sign_recognition,7,58,43,EDGE,2026-06-23 00:01:30
50,veh15,13.18,249.62,0.0,HIGH,MODERATE,75.37,lane_detection,10,12,16,VEHICLE,2026-06-23 00:01:30
50,veh16,12.55,227.34,0.0,HIGH,MODERATE,72.24,vehicle_diagnostics,3,101,120,EDGE,2026-06-23 00:01:30
50,veh17,11.72,205.83,0.0,HIGH,MODERATE,59.94,obstacle_detection,8,13,12,VEHICLE,2026-06-23 00:01:30
50,veh18,11.2,184.2,0.0,HIGH,MODERATE,47.17,obstacle_detection,9,25,24,VEHICLE,2026-06-23 00:01:30
50,veh19,11.21,164.27,0.0,HIGH,POOR,50.91,vehicle_diagnostics,3,122,72,EDGE,2026-06-23 00:01:30
50,veh20,11.48,143.04,0.0,HIGH,POOR,93.27,obstacle_detection,8,29,23,VEHICLE,2026-06-23 00:01:30
50,veh21,9.29,121.28,0.0,HIGH,POOR,65.85,route_planning,6,116,89,EDGE,2026-06-23 00:01:30
50,veh22,11.54,101.69,0.0,HIGH,MODERATE,62.61,lane_detection,8,19,13,VEHICLE,2026-06-23 00:01:30
50,veh23,11.84,80.05,0.0,HIGH,MODERATE,74.54,vehicle_diagnostics,3,161,90,EDGE,2026-06-23 00:01:30
50,veh24,11.49,51.12,0.0,HIGH,POOR,90.38,obstacle_detection,9,15,12,VEHICLE,2026-06-23 00:01:30
50,veh25,10.98,26.27,0.0,HIGH,POOR,46.47,obstacle_detection,8,24,12,VEHICLE,2026-06-23 00:01:30
50,veh26,11.14,5.1,0.0,HIGH,MODERATE,80.98,vehicle_diagnostics,2,124,112,EDGE,2026-06-23 00:01:30
50,veh6,10.36,439.39,0.0,HIGH,MODERATE,45.56,obstacle_detection,8,17,10,VEHICLE,2026-06-23 00:01:30
50,veh7,9.98,418.97,0.0,HIGH,POOR,91.73,lane_detection,9,10,16,VEHICLE,2026-06-23 00:01:30
50,veh8,11.09,400.06,0.0,HIGH,POOR,55.36,lane_detection,8,16,29,VEHICLE,2026-06-23 00:01:30
50,veh9,11.62,379.19,0.0,HIGH,MODERATE,68.67,traffic_sign_recognition,6,67,30,EDGE,2026-06-23 00:01:30
51,veh10,10.88,361.64,0.0,HIGH,MODERATE,52.95,obstacle_detection,9,12,15,VEHICLE,2026-06-23 00:01:30
51,veh11,11.21,341.36,0.0,HIGH,MODERATE,72.01,vehicle_diagnostics,2,106,84,EDGE,2026-06-23 00:01:30
51,veh12,11.54,319.88,0.0,HIGH,POOR,65.8,vehicle_diagnostics,5,103,64,EDGE,2026-06-23 00:01:30
