vehicle_cpu,battery,vehicle_speed,traffic_density,edge_delay,edge_bandwidth,cloud_delay,cloud_bandwidth,task_latency,task_priority,task_size,decision
83,53,99,35,44,61,121,169,150,2,10,EDGE
75,19,32,10,31,42,98,83,150,2,10,EDGE
46,76,36,51,35,91,92,137,15,3,25,VEHICLE
53,50,90,36,45,76,150,188,15,3,25,VEHICLE
55,59,28,46,9,91,110,99,300,1,5,CLOUD
90,95,26,6,18,40,146,129,50,2,15,EDGE
65,83,23,27,23,30,150,156,150,2,10,EDGE
68,20,68,23,44,73,134,91,300,1,5,CLOUD
54,13,63,52,26,55,164,148,150,2,10,EDGE
57,24,109,18,10,59,123,107,10,3,20,VEHICLE
73,29,1,50,20,97,139,132,10,3,20,VEHICLE
50,56,29,27,18,52,170,106,50,2,15,EDGE
66,14,39,78,28,37,109,160,50,2,15,EDGE
40,56,73,96,17,72,70,59,15,3,25,VEHICLE
40,49,107,53,30,33,94,114,10,3,20,VEHICLE
42,53,58,70,6,40,122,183,50,2,15,EDGE
59,84,31,56,23,36,176,76,300,1,5,EDGE
57,99,8,28,39,85,150,65,150,2,10,EDGE
90,43,116,20,25,44,76,195,150,2,10,EDGE
47,49,7,89,38,56,109,156,10,3,20,VEHICLE
43,33,28,32,47,82,159,156,15,3,25,VEHICLE
84,31,10,44,18,58,83,152,50,2,15,EDGE
43,81,81,63,48,36,60,127,10,3,20,VEHICLE
40,43,31,35,27,83,77,70,150,2,10,EDGE
50,20,68,98,29,81,133,168,50,2,15,EDGE
42,64,10,95,16,26,171,194,300,1,5,EDGE
67,52,26,93,18,84,102,166,10,3,20,VEHICLE
66,18,72,77,28,33,70,148,50,2,15,EDGE
89,32,69,5,24,100,88,120,10,3,20,EDGE
75,32,119,81,5,25,64,61,15,3,25,VEHICLE
91,14,31,36,34,56,78,102,150,2,10,EDGE
76,24,112,25,41,72,142,106,15,3,25,VEHICLE
71,88,47,44,35,95,75,147,10,3,20,VEHICLE
93,76,78,35,15,40,133,157,50,2,15,EDGE
83,70,114,90,15,24,68,135,10,3,20,VEHICLE
52,46,39,64,15,94,72,106,10,3,20,VEHICLE
79,33,57,93,11,22,84,170,300,1,5,CLOUD
61,57,118,85,45,28,156,125,300,1,5,EDGE
52,77,99,20,33,59,73,178,10,3,20,VEHICLE
59,80,19,56,48,64,82,123,10,3,20,VEHICLE
92,22,80,4,25,37,85,60,150,2,10,EDGE
63,56,85,65,49,31,119,82,50,2,15,CLOUD
52,71,15,25,10,65,106,74,50,2,15,EDGE
46,54,103,65,14,96,145,51,300,1,5,CLOUD
59,98,116,98,31,50,104,113,10,3,20,VEHICLE
84,84,82,49,13,77,81,127,10,3,20,VEHICLE
44,10,73,31,43,37,95,132,50,2,15,EDGE
69,59,3,98,8,44,125,99,50,2,15,EDGE
93,74,79,4,6,65,113,109,10,3,20,EDGE
67,40,91,83,35,89,166,75,150,2,10,EDGE
69,13,1,82,18,37,137,84,10,3,20,EDGE
91,16,98,33,40,49,116,167,300,1,5,CLOUD
42,38,75,6,8,97,64,165,50,2,15,EDGE
88,45,103,6,42,78,99,190,300,1,5,CLOUD
90,68,120,94,48,27,166,166,150,2,10,EDGE
73,64,2,94,7,66,169,151,150,2,10,EDGE
91,51,73,74,16,71,143,179,300,1,5,CLOUD
49,100,110,94,11,61,168,74,15,3,25,VEHICLE
77,49,84,50,20,73,133,72,50,2,15,EDGE
66,80,114,74,41,48,161,105,150,2,10,EDGE
86,45,59,3,43,39,180,105,15,3,25,VEHICLE
43,90,99,97,10,66,116,154,300,1,5,CLOUD
79,82,14,8,47,21,73,161,50,2,15,CLOUD
94,91,25,84,45,26,175,122,150,2,10,EDGE
62,93,22,79,22,100,146,93,10,3,20,VEHICLE
77,79,23,86,6,56,172,69,50,2,15,EDGE
41,33,104,81,20,96,82,156,150,2,10,EDGE
48,60,61,75,36,96,149,112,150,2,10,EDGE
47,82,109,32,25,64,180,68,150,2,10,EDGE
88,85,100,14,6,55,104,74,10,3,20,EDGE
90,77,18,57,39,22,129,55,300,1,5,CLOUD
42,97,20,23,22,41,165,63,15,3,25,VEHICLE
70,47,73,16,27,38,154,142,150,2,10,EDGE
87,64,17,59,19,26,138,94,50,2,15,EDGE
58,55,87,5,17,62,176,137,300,1,5,EDGE
80,76,70,46,43,74,65,53,15,3,25,VEHICLE
83,84,12,26,40,35,113,141,10,3,20,VEHICLE
60,81,26,2,6,48,171,177,50,2,15,EDGE
43,16,62,76,41,73,62,60,150,2,10,EDGE
58,45,85,21,27,85,150,79,15,3,25,VEHICLE
68,59,11,53,31,66,168,186,50,2,15,EDGE
60,23,68,54,25,28,91,90,50,2,15,EDGE
64,16,41,40,44,83,63,161,15,3,25,VEHICLE
93,15,88,95,34,87,134,125,300,1,5,CLOUD
70,98,104,59,14,38,103,112,150,2,10,EDGE
45,70,96,18,41,80,137,181,15,3,25,VEHICLE
90,45,106,29,45,61,149,200,15,3,25,VEHICLE
94,81,37,80,37,46,106,109,300,1,5,CLOUD
42,81,90,37,45,47,63,122,150,2,10,EDGE
42,65,106,8,45,88,94,73,300,1,5,CLOUD
71,73,87,100,41,69,122,106,150,2,10,EDGE
69,70,46,25,5,90,138,68,10,3,20,VEHICLE
54,93,24,88,18,26,116,172,300,1,5,CLOUD
85,13,58,35,46,90,177,141,150,2,10,EDGE
77,21,72,96,49,47,130,54,300,1,5,CLOUD
71,18,98,85,16,28,154,106,50,2,15,EDGE
76,29,42,96,11,54,80,101,50,2,15,EDGE
78,47,31,90,28,89,173,53,300,1,5,EDGE
57,74,107,19,48,61,78,151,10,3,20,VEHICLE
73,23,18,15,44,89,137,75,300,1,5,CLOUD
81,37,7,68,31,83,149,163,15,3,25,VEHICLE
51,69,74,49,49,93,142,54,50,2,15,VEHICLE
52,66,55,95,50,99,90,173,300,1,5,CLOUD
51,87,18,5,47,73,172,164,50,2,15,VEHICLE
77,84,107,60,43,43,114,173,300,1,5,CLOUD
45,80,28,6,29,69,75,140,15,3,25,VEHICLE
91,32,58,83,14,68,81,182,300,1,5,CLOUD
40,43,118,39,37,67,149,100,10,3,20,VEHICLE
44,26,22,72,11,84,109,173,300,1,5,CLOUD
86,80,76,66,11,93,113,128,150,2,10,EDGE
57,82,64,87,44,64,144,73,50,2,15,EDGE
78,17,92,61,11,89,91,139,150,2,10,EDGE
62,79,67,86,44,68,67,98,150,2,10,EDGE
84,87,118,69,45,72,92,168,150,2,10,EDGE
64,30,64,96,43,63,174,84,10,3,20,VEHICLE
49,55,107,80,32,26,171,81,10,3,20,VEHICLE
71,71,65,50,24,28,142,165,150,2,10,EDGE
72,81,112,47,9,33,132,114,10,3,20,VEHICLE
85,14,90,88,13,87,159,194,50,2,15,EDGE
93,67,61,75,12,78,118,97,300,1,5,CLOUD
67,91,112,1,42,84,69,69,150,2,10,EDGE
76,45,9,73,44,78,142,181,50,2,15,EDGE
89,89,41,40,49,84,167,158,150,2,10,EDGE
47,45,65,92,44,79,66,98,15,3,25,VEHICLE
56,23,28,20,29,85,64,152,300,1,5,CLOUD
86,41,95,46,45,81,91,66,10,3,20,VEHICLE
93,69,95,83,21,45,120,57,10,3,20,VEHICLE
48,29,48,6,48,63,96,83,50,2,15,CLOUD
81,97,111,49,5,47,66,198,10,3,20,VEHICLE
62,22,115,6,14,66,141,190,150,2,10,EDGE
78,67,47,1,7,59,65,109,300,1,5,CLOUD
84,47,1,45,27,41,64,74,10,3,20,VEHICLE
56,60,30,91,16,90,118,199,150,2,10,EDGE
42,53,110,45,21,73,114,162,150,2,10,EDGE
66,69,13,60,11,93,163,167,300,1,5,EDGE
54,88,79,62,15,25,172,53,15,3,25,VEHICLE
41,19,36,10,29,64,129,154,10,3,20,VEHICLE
72,58,119,6,12,86,149,187,10,3,20,VEHICLE
40,85,67,64,24,33,119,91,150,2,10,EDGE
82,25,13,93,34,41,150,55,50,2,15,EDGE
52,82,41,92,30,47,64,199,15,3,25,VEHICLE
94,39,105,66,45,48,118,192,50,2,15,EDGE
85,20,89,78,7,49,88,82,50,2,15,EDGE
70,28,47,78,40,100,153,107,10,3,20,VEHICLE
92,29,0,47,7,99,109,97,150,2,10,EDGE
64,46,102,9,17,69,168,146,15,3,25,VEHICLE
69,11,101,3,15,64,142,70,300,1,5,CLOUD
83,27,11,80,37,64,126,195,150,2,10,EDGE
70,32,115,88,43,69,89,159,50,2,15,EDGE
89,60,50,98,26,68,128,155,50,2,15,EDGE
93,92,85,34,17,50,162,84,10,3,20,EDGE
84,98,39,29,44,90,95,131,10,3,20,VEHICLE
77,28,17,3,14,72,113,173,10,3,20,VEHICLE
75,92,27,50,17,57,83,82,150,2,10,EDGE
94,16,65,34,35,76,96,52,15,3,25,VEHICLE
55,62,5,79,34,43,156,121,10,3,20,VEHICLE
40,80,40,7,43,28,100,131,10,3,20,VEHICLE
42,78,73,12,41,66,81,172,150,2,10,EDGE
68,32,39,75,7,50,101,187,10,3,20,VEHICLE
71,36,24,52,22,42,61,113,10,3,20,VEHICLE
76,13,106,55,24,88,115,90,15,3,25,EDGE
42,100,52,62,22,35,159,64,300,1,5,EDGE
84,55,33,3,7,86,169,77,15,3,25,VEHICLE
91,69,94,68,26,77,99,83,150,2,10,EDGE
44,27,59,77,29,29,109,75,50,2,15,EDGE
81,59,69,99,18,66,145,185,50,2,15,EDGE
65,86,11,8,25,23,163,111,150,2,10,EDGE
48,57,43,29,31,65,72,170,50,2,15,EDGE
93,52,90,63,17,31,149,119,150,2,10,EDGE
84,91,115,41,19,87,144,192,50,2,15,EDGE
79,62,68,48,49,33,78,71,15,3,25,VEHICLE
69,73,93,88,26,24,71,92,15,3,25,VEHICLE
60,41,113,70,34,23,95,147,150,2,10,EDGE
46,30,115,68,42,79,60,101,150,2,10,EDGE
76,38,78,33,5,60,127,59,10,3,20,VEHICLE
60,38,110,32,19,89,166,172,10,3,20,VEHICLE
55,17,8,92,13,21,153,162,300,1,5,EDGE
61,77,78,30,10,61,99,90,50,2,15,EDGE
88,42,115,88,26,89,86,54,10,3,20,VEHICLE
81,46,90,68,18,46,157,195,300,1,5,EDGE
66,31,64,14,38,30,97,122,10,3,20,VEHICLE
57,92,12,82,38,73,92,98,50,2,15,EDGE
94,25,89,74,6,97,139,125,300,1,5,CLOUD
95,40,26,58,15,72,61,142,10,3,20,EDGE
58,24,45,90,15,80,102,83,50,2,15,EDGE
87,47,116,7,18,57,72,111,150,2,10,EDGE
45,34,21,4,31,45,64,142,10,3,20,VEHICLE
71,50,45,70,49,51,64,138,150,2,10,CLOUD
45,58,82,30,48,71,128,185,300,1,5,CLOUD
79,32,1,47,49,85,135,96,15,3,25,VEHICLE
56,13,65,24,41,32,88,61,300,1,5,CLOUD
47,84,112,62,32,67,177,176,150,2,10,EDGE
63,81,93,96,37,42,164,96,300,1,5,EDGE
86,86,52,76,38,60,160,87,300,1,5,EDGE
44,36,109,32,7,86,70,141,300,1,5,CLOUD
69,42,28,72,11,26,80,88,15,3,25,VEHICLE
65,43,110,39,43,81,92,97,150,2,10,EDGE
60,95,54,2,10,54,110,70,10,3,20,VEHICLE
85,75,79,80,28,66,114,139,50,2,15,EDGE
53,36,42,64,5,94,104,159,300,1,5,CLOUD
92,100,109,37,47,91,140,139,15,3,25,VEHICLE
76,92,55,42,30,89,147,158,10,3,20,VEHICLE
95,66,28,42,35,39,137,72,50,2,15,EDGE
72,54,75,59,32,63,67,89,15,3,25,VEHICLE
75,98,91,56,39,38,132,142,10,3,20,VEHICLE
42,38,77,44,9,66,147,64,300,1,5,CLOUD
86,16,17,93,50,39,61,177,300,1,5,CLOUD
94,35,24,13,38,52,129,168,50,2,15,EDGE
83,12,48,82,37,47,130,148,10,3,20,VEHICLE
66,100,115,48,26,51,106,153,300,1,5,CLOUD
45,66,86,58,31,64,160,55,10,3,20,VEHICLE
87,75,33,8,27,82,107,54,150,2,10,EDGE
63,21,39,100,16,34,99,99,300,1,5,CLOUD
81,13,30,90,25,30,76,96,10,3,20,EDGE
52,58,29,16,30,89,101,96,50,2,15,EDGE
85,63,73,48,13,24,129,94,50,2,15,EDGE
86,34,68,21,17,96,84,184,300,1,5,CLOUD
73,40,56,84,50,41,72,93,300,1,5,CLOUD
83,38,108,39,39,33,77,187,15,3,25,VEHICLE
93,52,69,84,19,69,121,151,10,3,20,EDGE
86,48,41,63,7,35,108,90,50,2,15,EDGE
52,55,57,98,8,77,100,108,15,3,25,VEHICLE
81,85,82,79,33,59,60,100,10,3,20,VEHICLE
77,58,116,7,17,30,156,90,150,2,10,EDGE
45,90,23,87,44,21,138,190,10,3,20,VEHICLE
49,78,109,6,6,47,82,95,15,3,25,VEHICLE
95,73,115,91,34,50,101,52,50,2,15,EDGE
49,43,113,57,22,65,111,107,10,3,20,VEHICLE
47,17,42,16,32,89,128,129,15,3,25,VEHICLE
85,12,22,61,33,29,145,50,10,3,20,VEHICLE
77,39,25,100,43,54,150,164,300,1,5,CLOUD
59,16,66,75,22,52,62,124,150,2,10,EDGE
66,48,58,11,10,27,75,182,300,1,5,CLOUD
62,16,16,22,11,90,130,73,50,2,15,EDGE
89,76,58,48,18,81,67,184,10,3,20,VEHICLE
63,13,82,100,17,24,102,89,15,3,25,VEHICLE
57,21,65,21,34,20,143,152,150,2,10,EDGE
55,22,58,53,50,54,145,84,150,2,10,EDGE
80,38,54,34,21,50,132,146,50,2,15,EDGE
63,28,102,5,28,49,167,172,300,1,5,EDGE
62,20,60,33,26,93,169,113,50,2,15,EDGE
52,73,61,66,9,99,148,128,150,2,10,EDGE
74,73,20,79,35,20,79,82,150,2,10,EDGE
66,40,51,94,40,20,164,117,15,3,25,VEHICLE
52,87,103,62,38,35,92,119,15,3,25,VEHICLE
43,35,65,29,41,94,79,100,300,1,5,CLOUD
82,78,6,8,46,33,179,102,15,3,25,VEHICLE
54,77,54,50,45,85,77,170,300,1,5,CLOUD
74,73,36,100,37,85,158,94,300,1,5,EDGE
58,42,20,40,45,39,166,196,10,3,20,VEHICLE
87,99,113,69,28,42,126,137,300,1,5,CLOUD
57,100,0,93,15,59,123,125,300,1,5,CLOUD
80,38,28,51,12,52,159,93,15,3,25,VEHICLE
74,44,91,89,33,43,140,181,50,2,15,EDGE
79,65,14,16,35,22,131,96,15,3,25,VEHICLE
59,61,65,38,16,53,162,85,300,1,5,EDGE
72,94,83,42,8,77,98,183,10,3,20,VEHICLE
42,70,56,33,26,66,60,185,50,2,15,EDGE
59,14,36,78,8,31,60,56,300,1,5,CLOUD
92,67,106,83,23,89,132,195,300,1,5,CLOUD
52,29,93,39,13,72,171,56,50,2,15,EDGE
62,49,97,69,32,83,73,161,150,2,10,EDGE
94,14,66,12,40,98,141,126,50,2,15,EDGE
77,82,116,18,20,97,123,62,150,2,10,EDGE
52,78,85,98,15,94,84,106,150,2,10,EDGE
87,85,97,72,49,56,75,67,150,2,10,CLOUD
94,33,74,65,17,63,115,135,150,2,10,EDGE
60,69,9,86,50,36,172,123,10,3,20,VEHICLE
84,10,58,59,12,79,67,84,150,2,10,EDGE
72,25,62,98,38,48,86,106,10,3,20,VEHICLE
83,71,57,57,49,54,79,173,150,2,10,CLOUD
89,95,53,43,40,43,152,168,10,3,20,VEHICLE
85,39,66,55,9,88,168,146,150,2,10,EDGE
60,78,119,90,12,21,147,141,150,2,10,EDGE
63,96,68,97,15,25,143,187,15,3,25,VEHICLE
65,67,71,47,47,44,81,60,15,3,25,VEHICLE
42,76,75,43,50,58,102,187,10,3,20,VEHICLE
79,45,102,21,33,35,88,78,300,1,5,CLOUD
46,71,57,1,38,92,61,120,10,3,20,VEHICLE
64,23,119,6,19,33,91,125,15,3,25,VEHICLE
45,98,14,56,39,72,180,173,10,3,20,VEHICLE
93,50,85,52,17,31,90,87,150,2,10,EDGE
66,95,106,11,26,91,94,76,50,2,15,EDGE
56,87,87,61,20,42,167,63,15,3,25,VEHICLE
67,61,5,99,25,23,75,56,50,2,15,EDGE
90,62,59,11,11,100,152,193,150,2,10,EDGE
52,55,111,90,14,83,164,190,10,3,20,VEHICLE
44,99,116,23,46,41,98,67,15,3,25,VEHICLE
63,65,56,98,12,53,134,147,150,2,10,EDGE
84,82,100,77,8,31,112,157,15,3,25,VEHICLE
40,68,109,58,40,26,65,117,10,3,20,VEHICLE
72,82,21,65,17,46,160,182,15,3,25,VEHICLE
77,42,99,38,12,40,161,183,50,2,15,EDGE
57,83,106,10,15,100,112,71,300,1,5,CLOUD
55,81,100,38,23,48,66,70,10,3,20,VEHICLE
71,81,47,46,14,45,69,51,10,3,20,VEHICLE
79,58,68,35,24,45,108,150,15,3,25,VEHICLE
54,11,91,83,17,38,151,87,150,2,10,EDGE
80,26,74,19,42,84,90,170,300,1,5,CLOUD
85,73,3,34,48,86,72,175,300,1,5,CLOUD
94,28,61,6,37,99,115,163,50,2,15,EDGE
69,60,7,27,40,33,112,120,150,2,10,EDGE
91,54,48,27,41,30,93,111,10,3,20,VEHICLE
71,92,85,8,7,74,61,172,150,2,10,EDGE
59,100,86,48,34,39,175,151,150,2,10,EDGE
64,29,79,37,6,85,87,157,50,2,15,EDGE
78,49,33,87,31,75,143,100,50,2,15,EDGE
76,33,80,39,35,60,78,136,150,2,10,EDGE
53,45,99,28,15,38,111,187,50,2,15,EDGE
82,36,114,62,41,38,180,158,15,3,25,VEHICLE
68,11,15,20,44,75,160,104,50,2,15,EDGE
85,22,118,47,17,93,162,155,15,3,25,VEHICLE
68,11,71,100,42,70,128,189,15,3,25,VEHICLE
55,67,12,47,17,69,158,84,10,3,20,VEHICLE
51,57,55,39,43,31,100,54,15,3,25,VEHICLE
49,13,61,22,24,87,84,160,300,1,5,CLOUD
80,72,113,83,31,78,115,155,15,3,25,VEHICLE
51,49,116,78,28,31,159,76,15,3,25,VEHICLE
50,83,102,96,32,60,127,154,50,2,15,EDGE
84,64,68,10,48,83,92,135,300,1,5,CLOUD
44,82,13,29,12,40,146,189,15,3,25,VEHICLE
90,47,54,43,35,54,170,138,15,3,25,VEHICLE
46,31,16,39,39,87,177,86,10,3,20,VEHICLE
73,84,109,63,26,62,167,178,15,3,25,VEHICLE
64,93,113,71,39,96,112,157,15,3,25,VEHICLE
65,34,76,17,30,45,125,152,10,3,20,VEHICLE
67,75,18,43,39,79,67,99,10,3,20,VEHICLE
58,17,108,31,45,63,155,123,15,3,25,VEHICLE
83,76,75,69,46,37,96,82,10,3,20,VEHICLE
58,42,35,13,21,33,82,67,300,1,5,CLOUD
89,34,14,78,8,98,151,80,15,3,25,EDGE
92,69,37,95,8,83,161,130,150,2,10,EDGE
93,78,72,49,36,75,88,71,150,2,10,EDGE
69,35,96,89,34,27,139,147,50,2,15,EDGE
55,73,17,79,16,84,171,177,15,3,25,VEHICLE
81,92,83,93,42,33,94,188,150,2,10,EDGE
64,96,9,51,18,32,130,174,10,3,20,VEHICLE
54,77,98,29,48,72,151,198,150,2,10,VEHICLE
41,22,73,18,34,35,98,78,10,3,20,VEHICLE
78,72,26,4,13,26,158,164,50,2,15,EDGE
77,48,86,12,30,90,106,185,150,2,10,EDGE
71,62,58,40,38,21,70,108,300,1,5,CLOUD
80,26,66,67,8,78,95,119,300,1,5,CLOUD
91,37,2,14,12,98,154,178,10,3,20,EDGE
66,98,15,80,6,44,149,133,300,1,5,CLOUD
88,67,114,51,6,49,120,74,10,3,20,EDGE
84,87,97,27,23,98,157,52,150,2,10,EDGE
66,16,35,14,5,95,90,170,150,2,10,EDGE
93,66,26,48,11,27,92,106,50,2,15,EDGE
61,52,66,50,33,41,65,178,300,1,5,CLOUD
71,56,62,36,20,65,114,76,50,2,15,EDGE
46,88,32,8,25,60,119,116,10,3,20,VEHICLE
94,69,117,54,27,52,138,156,300,1,5,CLOUD
74,42,96,33,32,96,114,164,150,2,10,EDGE
74,20,89,92,33,73,82,120,50,2,15,EDGE
91,53,113,16,14,55,143,148,50,2,15,EDGE
52,46,112,44,39,77,63,52,15,3,25,VEHICLE
53,17,82,45,38,37,164,107,10,3,20,VEHICLE
76,93,92,27,10,53,60,167,150,2,10,EDGE
77,14,78,85,25,30,151,50,50,2,15,EDGE
73,47,35,74,24,27,80,61,150,2,10,EDGE
80,49,92,4,48,27,101,111,150,2,10,CLOUD
80,62,17,72,29,88,71,151,15,3,25,VEHICLE
54,41,1,36,28,28,130,183,300,1,5,CLOUD
53,95,34,51,50,74,102,128,50,2,15,VEHICLE
59,71,57,18,30,61,162,161,150,2,10,EDGE
81,99,101,96,25,46,140,85,15,3,25,VEHICLE
88,57,51,41,49,42,72,106,15,3,25,VEHICLE
94,87,16,65,12,38,170,135,10,3,20,EDGE
40,45,88,50,50,96,155,113,15,3,25,VEHICLE
83,93,77,85,9,75,109,165,15,3,25,VEHICLE
83,62,59,64,15,35,131,136,15,3,25,VEHICLE
65,86,71,18,19,74,139,172,15,3,25,VEHICLE
72,69,79,4,5,59,143,178,300,1,5,CLOUD
48,85,25,18,23,64,180,172,150,2,10,EDGE
47,50,51,95,10,51,130,103,300,1,5,CLOUD
80,49,106,52,17,67,112,159,50,2,15,EDGE
76,73,13,48,33,23,107,92,300,1,5,CLOUD
71,18,116,13,15,64,140,101,300,1,5,CLOUD
88,67,41,68,46,80,113,77,15,3,25,VEHICLE
56,70,84,55,44,31,101,183,300,1,5,CLOUD
46,29,20,85,48,80,105,196,15,3,25,VEHICLE
41,70,36,77,49,23,68,98,50,2,15,CLOUD
79,72,64,43,21,82,149,91,10,3,20,VEHICLE
61,19,89,89,44,25,81,120,300,1,5,CLOUD
44,10,49,94,18,74,79,171,15,3,25,EDGE
84,39,32,76,28,100,120,64,15,3,25,VEHICLE
59,30,12,72,48,97,86,178,50,2,15,CLOUD
69,35,7,70,18,54,139,162,300,1,5,CLOUD
48,71,57,54,45,95,95,180,50,2,15,EDGE
89,13,115,97,36,86,113,162,300,1,5,CLOUD
77,69,106,4,24,65,179,114,15,3,25,VEHICLE
90,30,68,4,37,59,176,97,300,1,5,EDGE
69,49,47,22,15,93,168,151,10,3,20,VEHICLE
73,66,8,67,46,37,172,167,150,2,10,EDGE
55,30,71,22,34,94,61,141,50,2,15,EDGE
79,84,55,18,11,52,173,200,50,2,15,EDGE
93,71,100,6,41,43,77,184,150,2,10,EDGE
44,96,41,88,37,42,155,65,15,3,25,VEHICLE
42,55,105,10,38,29,89,157,150,2,10,EDGE
70,43,4,100,45,76,126,73,150,2,10,EDGE
78,48,1,55,43,100,115,145,50,2,15,EDGE
93,17,48,58,40,35,168,124,300,1,5,EDGE
63,42,119,99,29,85,86,198,15,3,25,VEHICLE
86,74,85,36,21,45,145,197,50,2,15,EDGE
41,76,86,81,15,36,69,181,50,2,15,EDGE
55,44,43,7,26,60,135,143,300,1,5,CLOUD
60,67,59,11,23,94,77,167,10,3,20,VEHICLE
67,51,84,35,49,76,70,169,10,3,20,VEHICLE
82,43,74,75,11,64,97,111,15,3,25,VEHICLE
48,78,73,4,8,44,66,126,50,2,15,EDGE
81,55,84,8,37,90,81,180,15,3,25,VEHICLE
47,54,96,72,14,81,105,175,10,3,20,VEHICLE
46,19,118,29,36,65,154,143,15,3,25,VEHICLE
65,27,45,71,21,60,134,77,50,2,15,EDGE
84,68,113,2,29,72,96,85,15,3,25,VEHICLE
56,46,67,9,5,42,70,54,150,2,10,EDGE
62,20,62,32,15,71,152,90,15,3,25,VEHICLE
94,53,111,13,14,62,169,82,50,2,15,EDGE
84,61,53,67,28,85,178,103,300,1,5,EDGE
91,33,88,66,37,50,86,135,15,3,25,VEHICLE
95,82,112,56,31,58,131,186,50,2,15,EDGE
58,29,109,94,29,98,138,134,10,3,20,VEHICLE
57,16,50,45,24,31,116,89,10,3,20,EDGE
84,71,19,53,49,76,62,92,300,1,5,CLOUD
85,93,72,76,37,72,180,168,150,2,10,EDGE
58,78,98,49,31,31,79,176,150,2,10,EDGE
46,39,106,74,42,45,173,185,50,2,15,EDGE
61,68,13,28,37,62,124,77,300,1,5,CLOUD
61,77,119,98,37,65,115,90,300,1,5,CLOUD
55,66,23,22,32,67,167,64,10,3,20,VEHICLE
81,83,111,30,44,91,108,150,50,2,15,EDGE
56,79,112,65,26,66,103,174,300,1,5,CLOUD
93,48,5,25,23,99,105,151,15,3,25,EDGE
60,52,87,6,13,78,132,55,10,3,20,VEHICLE
43,29,35,33,15,57,131,60,300,1,5,CLOUD
81,11,59,4,40,40,88,137,300,1,5,CLOUD
45,96,56,87,18,54,125,169,10,3,20,VEHICLE
44,11,85,99,6,67,108,175,10,3,20,EDGE
58,77,16,67,13,89,90,110,150,2,10,EDGE
40,39,110,63,23,62,157,77,300,1,5,EDGE
87,71,40,16,26,28,94,75,300,1,5,CLOUD
59,42,20,94,36,59,101,199,50,2,15,EDGE
88,63,51,54,27,36,168,56,300,1,5,EDGE
65,23,89,74,41,20,113,74,300,1,5,CLOUD
62,66,11,36,47,86,150,65,150,2,10,EDGE
62,25,48,11,28,64,167,139,50,2,15,EDGE
81,92,9,54,28,71,155,139,300,1,5,EDGE
69,89,113,47,48,53,175,89,10,3,20,VEHICLE
50,46,43,52,49,61,152,170,50,2,15,VEHICLE
54,96,117,77,15,100,102,75,10,3,20,VEHICLE
78,76,5,97,10,36,87,164,15,3,25,VEHICLE
61,82,52,66,44,35,86,56,50,2,15,EDGE
55,88,30,38,42,67,135,64,15,3,25,VEHICLE
46,100,3,34,28,21,151,63,10,3,20,VEHICLE
75,29,38,39,21,56,172,53,10,3,20,VEHICLE
51,84,57,18,40,67,76,59,10,3,20,VEHICLE
91,32,42,39,47,74,165,186,50,2,15,EDGE
67,87,62,1,32,89,161,145,300,1,5,EDGE
88,25,45,62,34,60,117,143,300,1,5,CLOUD
68,28,17,99,30,21,106,169,300,1,5,CLOUD
41,78,70,43,25,62,168,180,10,3,20,VEHICLE
65,84,97,71,10,60,96,151,50,2,15,EDGE
66,97,72,69,28,31,168,71,10,3,20,VEHICLE
58,26,74,42,49,38,126,147,15,3,25,VEHICLE
76,77,69,50,46,28,150,77,15,3,25,VEHICLE
65,79,80,69,25,81,147,102,50,2,15,EDGE
83,65,79,7,12,50,168,146,50,2,15,EDGE
82,55,41,82,27,96,63,125,15,3,25,VEHICLE
73,26,97,89,21,20,81,147,300,1,5,CLOUD
73,76,110,98,32,76,123,159,300,1,5,CLOUD
50,12,89,87,15,99,106,171,300,1,5,CLOUD
63,56,67,34,5,96,66,109,300,1,5,CLOUD
66,68,90,100,34,69,125,143,15,3,25,VEHICLE
95,74,50,51,26,50,171,120,50,2,15,EDGE
71,93,117,12,23,73,61,113,10,3,20,VEHICLE
68,67,18,41,39,52,144,157,50,2,15,EDGE
82,37,82,79,14,88,67,183,50,2,15,EDGE
59,35,109,32,43,89,142,70,300,1,5,CLOUD
59,16,104,57,44,44,121,60,15,3,25,VEHICLE
75,87,83,22,28,53,83,88,50,2,15,EDGE
53,82,44,69,16,65,172,153,15,3,25,VEHICLE
63,23,23,38,6,77,73,160,150,2,10,EDGE
63,50,54,41,18,79,96,59,15,3,25,VEHICLE
76,77,80,23,20,35,124,77,150,2,10,EDGE
67,19,65,21,18,28,173,143,150,2,10,EDGE
70,49,25,74,6,56,135,182,10,3,20,VEHICLE
45,86,85,100,37,52,111,138,10,3,20,VEHICLE
52,26,86,4,10,45,123,50,150,2,10,EDGE
67,38,115,50,37,53,160,70,150,2,10,EDGE
62,45,12,28,13,43,60,88,50,2,15,EDGE
68,91,76,63,21,41,101,116,300,1,5,CLOUD
64,45,85,33,17,27,109,110,10,3,20,VEHICLE
70,22,68,25,34,85,66,51,150,2,10,EDGE
89,61,85,49,29,46,137,84,15,3,25,VEHICLE
49,13,65,33,32,31,60,145,15,3,25,VEHICLE
77,21,43,11,16,30,102,199,50,2,15,EDGE
65,75,95,69,16,80,169,183,50,2,15,EDGE
