step,vehicle_id,speed,battery,traffic_density,network_quality,task_type,decision,rl_prediction
296,veh_8,3.66,53.28,HIGH,MODERATE,route_planning,EDGE,EDGE
296,veh_9,14.9,74.75,LOW,MODERATE,lane_detection,VEHICLE,VEHICLE
296,veh_10,3.62,50.5,HIGH,GOOD,obstacle_detection,EDGE,EDGE
296,veh_11,11.5,27.69,MEDIUM,MODERATE,lane_detection,VEHICLE,VEHICLE
296,veh_12,9.84,46.21,MEDIUM,POOR,obstacle_detection,VEHICLE,VEHICLE
296,veh_13,6.05,83.35,MEDIUM,POOR,lane_detection,VEHICLE,VEHICLE
296,veh_14,9.81,28.38,MEDIUM,POOR,route_planning,VEHICLE,VEHICLE
296,veh_15,13.85,22.1,LOW,POOR,lane_detection,VEHICLE,CLOUD
296,veh_16,6.04,43.95,MEDIUM,POOR,lane_detection,VEHICLE,VEHICLE
296,veh_17,7.05,84.83,MEDIUM,MODERATE,driver_behavior_analysis,EDGE,EDGE
296,veh_18,9.51,70.43,MEDIUM,POOR,route_planning,VEHICLE,VEHICLE
296,veh_19,4.52,42.73,HIGH,GOOD,obstacle_detection,EDGE,EDGE
296,veh_20,17.95,16.37,LOW,GOOD,traffic_sign_recognition,CLOUD,CLOUD
296,veh_21,12.79,47.21,LOW,POOR,obstacle_detection,VEHICLE,VEHICLE
296,veh_22,13.86,64.43,LOW,MODERATE,route_planning,CLOUD,CLOUD
296,veh_23,7.33,60.98,MEDIUM,MODERATE,vehicle_diagnostics,CLOUD,CLOUD
296,veh_24,4.76,30.2,HIGH,POOR,traffic_sign_recognition,EDGE,EDGE
296,veh_25,15.45,75.52,LOW,GOOD,lane_detection,VEHICLE,VEHICLE
296,veh_26,4.86,69.85,HIGH,POOR,obstacle_detection,EDGE,EDGE
296,veh_27,16.73,18.76,LOW,POOR,traffic_sign_recognition,CLOUD,VEHICLE
296,veh_28,17.57,42.68,LOW,GOOD,lane_detection,VEHICLE,EDGE
296,veh_29,16.9,68.34,LOW,MODERATE,obstacle_detection,VEHICLE,VEHICLE
296,veh_30,10.63,53.54,MEDIUM,GOOD,route_planning,CLOUD,EDGE
297,veh_1,7.93,38.54,MEDIUM,POOR,traffic_sign_recognition,VEHICLE,VEHICLE
297,veh_2,4.72,31.42,HIGH,POOR,route_planning,EDGE,EDGE
297,veh_3,13.01,44.18,LOW,MODERATE,route_planning,EDGE,CLOUD
297,veh_4,12.7,94.16,LOW,MODERATE,traffic_sign_recognition,CLOUD,EDGE
297,veh_5,7.47,27.11,MEDIUM,MODERATE,obstacle_detection,VEHICLE,VEHICLE
297,veh_6,17.37,76.35,LOW,GOOD,route_planning,EDGE,CLOUD
297,veh_7,5.4,45.76,HIGH,POOR,driver_behavior_analysis,EDGE,EDGE
297,veh_8,16.65,45.64,LOW,MODERATE,lane_detection,VEHICLE,VEHICLE
297,veh_9,11.52,83.58,MEDIUM,GOOD,obstacle_detection,VEHICLE,VEHICLE
297,veh_10,5.03,45.37,HIGH,GOOD,vehicle_diagnostics,EDGE,EDGE
297,veh_11,15.21,41.31,LOW,POOR,obstacle_detection,VEHICLE,VEHICLE
297,veh_12,3.62,84.88,HIGH,POOR,driver_behavior_analysis,EDGE,EDGE
297,veh_13,4.79,12.52,HIGH,POOR,vehicle_diagnostics,CLOUD,CLOUD
297,veh_14,11.71,45.14,MEDIUM,MODERATE,driver_behavior_analysis,EDGE,CLOUD
297,veh_15,17.11,31.81,LOW,POOR,driver_behavior_analysis,VEHICLE,VEHICLE
297,veh_16,17.95,14.3,LOW,MODERATE,driver_behavior_analysis,CLOUD,CLOUD
297,veh_17,16.93,48.05,LOW,GOOD,route_planning,EDGE,EDGE
297,veh_18,6.99,62.59,MEDIUM,GOOD,vehicle_diagnostics,EDGE,CLOUD
297,veh_19,6.84,72.37,MEDIUM,MODERATE,lane_detection,VEHICLE,VEHICLE
297,veh_20,3.16,80.14,HIGH,GOOD,route_planning,EDGE,EDGE
297,veh_21,4.48,36.9,HIGH,GOOD,driver_behavior_analysis,EDGE,EDGE
297,veh_22,11.68,70.81,MEDIUM,MODERATE,route_planning,CLOUD,CLOUD
297,veh_23,14.76,65.61,LOW,POOR,vehicle_diagnostics,VEHICLE,VEHICLE
297,veh_24,12.88,11.09,LOW,GOOD,driver_behavior_analysis,CLOUD,CLOUD
297,veh_25,8.42,79.43,MEDIUM,GOOD,traffic_sign_recognition,EDGE,EDGE
297,veh_26,7.09,31.81,MEDIUM,MODERATE,driver_behavior_analysis,CLOUD,EDGE
297,veh_27,11.92,72.45,MEDIUM,GOOD,obstacle_detection,VEHICLE,VEHICLE
297,veh_28,12.59,20.03,LOW,POOR,vehicle_diagnostics,VEHICLE,CLOUD
297,veh_29,12.89,95.22,LOW,GOOD,obstacle_detection,VEHICLE,VEHICLE
297,veh_30,2.46,43.5,HIGH,GOOD,vehicle_diagnostics,EDGE,EDGE
298,veh_1,11.4,30.54,MEDIUM,POOR,lane_detection,VEHICLE,VEHICLE
298,veh_2,16.59,65.56,LOW,GOOD,driver_behavior_analysis,CLOUD,EDGE
298,veh_3,8.87,97.59,MEDIUM,GOOD,traffic_sign_recognition,CLOUD,EDGE
298,veh_4,8.43,91.81,MEDIUM,POOR,lane_detection,VEHICLE,VEHICLE
298,veh_5,6.69,30.42,MEDIUM,POOR,obstacle_detection,VEHICLE,VEHICLE
298,veh_6,16.49,93.23,LOW,GOOD,vehicle_diagnostics,CLOUD,CLOUD
298,veh_7,3.13,18.96,HIGH,GOOD,vehicle_diagnostics,CLOUD,EDGE
298,veh_8,15.55,50.03,LOW,MODERATE,traffic_sign_recognition,EDGE,EDGE
298,veh_9,9.22,80.55,MEDIUM,POOR,obstacle_detection,VEHICLE,VEHICLE
298,veh_10,8.98,37.27,MEDIUM,POOR,lane_detection,VEHICLE,VEHICLE
298,veh_11,6.35,58.84,MEDIUM,MODERATE,lane_detection,VEHICLE,VEHICLE
298,veh_12,13.06,38.41,LOW,GOOD,traffic_sign_recognition,EDGE,EDGE
298,veh_13,14.6,23.47,LOW,GOOD,obstacle_detection,VEHICLE,CLOUD
298,veh_14,5.93,47.07,HIGH,GOOD,vehicle_diagnostics,EDGE,EDGE
298,veh_15,4.45,65.72,HIGH,GOOD,route_planning,EDGE,EDGE
298,veh_16,17.8,80.98,LOW,GOOD,vehicle_diagnostics,CLOUD,EDGE
298,veh_17,8.09,47.8,MEDIUM,POOR,lane_detection,VEHICLE,VEHICLE
298,veh_18,10.41,10.5,MEDIUM,GOOD,obstacle_detection,CLOUD,CLOUD
298,veh_19,12.05,46.11,LOW,POOR,traffic_sign_recognition,VEHICLE,CLOUD
298,veh_20,6.25,47.39,MEDIUM,MODERATE,obstacle_detection,VEHICLE,VEHICLE
298,veh_21,12.61,20.39,LOW,GOOD,lane_detection,VEHICLE,VEHICLE
298,veh_22,13.05,77.49,LOW,GOOD,driver_behavior_analysis,CLOUD,CLOUD
298,veh_23,9.31,23.58,MEDIUM,GOOD,vehicle_diagnostics,CLOUD,CLOUD
298,veh_24,8.41,12.84,MEDIUM,MODERATE,driver_behavior_analysis,CLOUD,CLOUD
298,veh_25,15.29,67.89,LOW,MODERATE,vehicle_diagnostics,EDGE,EDGE
298,veh_26,3.63,47.26,HIGH,POOR,route_planning,EDGE,EDGE
298,veh_27,17.26,20.04,LOW,GOOD,lane_detection,VEHICLE,VEHICLE
298,veh_28,4.94,14.06,HIGH,MODERATE,driver_behavior_analysis,CLOUD,CLOUD
298,veh_29,16.96,74.84,LOW,POOR,lane_detection,VEHICLE,VEHICLE
298,veh_30,7.85,12.06,MEDIUM,GOOD,traffic_sign_recognition,CLOUD,CLOUD
299,veh_1,13.65,55.14,LOW,GOOD,lane_detection,VEHICLE,VEHICLE
299,veh_2,8.15,76.7,MEDIUM,MODERATE,driver_behavior_analysis,CLOUD,EDGE
299,veh_3,12.9,66.43,LOW,MODERATE,obstacle_detection,VEHICLE,VEHICLE
299,veh_4,10.88,73.7,MEDIUM,POOR,vehicle_diagnostics,VEHICLE,VEHICLE
299,veh_5,4.44,19.26,HIGH,POOR,traffic_sign_recognition,CLOUD,EDGE
299,veh_6,13.39,18.01,LOW,GOOD,traffic_sign_recognition,CLOUD,CLOUD
299,veh_7,16.06,19.44,LOW,GOOD,obstacle_detection,CLOUD,CLOUD
299,veh_8,7.49,68.97,MEDIUM,GOOD,traffic_sign_recognition,CLOUD,CLOUD
299,veh_9,7.39,29.36,MEDIUM,MODERATE,driver_behavior_analysis,CLOUD,EDGE
299,veh_10,14.5,33.6,LOW,POOR,obstacle_detection,VEHICLE,VEHICLE
299,veh_11,11.57,63.49,MEDIUM,GOOD,traffic_sign_recognition,CLOUD,CLOUD
299,veh_12,5.0,49.7,HIGH,GOOD,vehicle_diagnostics,EDGE,EDGE
299,veh_13,2.8,80.17,HIGH,GOOD,vehicle_diagnostics,EDGE,EDGE
299,veh_14,2.6,23.8,HIGH,POOR,traffic_sign_recognition,EDGE,EDGE
299,veh_15,8.73,57.43,MEDIUM,GOOD,lane_detection,VEHICLE,VEHICLE
299,veh_16,14.43,11.66,LOW,GOOD,traffic_sign_recognition,CLOUD,CLOUD
299,veh_17,15.2,65.75,LOW,POOR,driver_behavior_analysis,VEHICLE,VEHICLE
299,veh_18,15.21,35.66,LOW,MODERATE,vehicle_diagnostics,EDGE,EDGE
299,veh_19,15.27,35.78,LOW,MODERATE,route_planning,CLOUD,CLOUD
299,veh_20,10.11,16.41,MEDIUM,POOR,vehicle_diagnostics,CLOUD,VEHICLE
299,veh_21,13.69,46.17,LOW,POOR,lane_detection,VEHICLE,VEHICLE
299,veh_22,5.54,85.24,HIGH,POOR,obstacle_detection,EDGE,EDGE
299,veh_23,15.75,68.39,LOW,POOR,driver_behavior_analysis,VEHICLE,VEHICLE
299,veh_24,9.99,52.0,MEDIUM,POOR,driver_behavior_analysis,VEHICLE,VEHICLE
299,veh_25,13.81,61.16,LOW,POOR,traffic_sign_recognition,VEHICLE,VEHICLE
299,veh_26,15.72,48.18,LOW,GOOD,lane_detection,VEHICLE,VEHICLE
299,veh_27,5.21,44.07,HIGH,GOOD,route_planning,EDGE,EDGE
299,veh_28,11.43,76.35,MEDIUM,GOOD,traffic_sign_recognition,EDGE,EDGE
299,veh_29,11.66,28.6,MEDIUM,POOR,driver_behavior_analysis,VEHICLE,VEHICLE
299,veh_30,10.1,70.1,MEDIUM,POOR,lane_detection,VEHICLE,VEHICLE
300,veh_1,6.33,42.28,MEDIUM,MODERATE,traffic_sign_recognition,EDGE,EDGE
300,veh_2,4.13,67.74,HIGH,MODERATE,obstacle_detection,EDGE,EDGE
300,veh_3,17.11,15.7,LOW,MODERATE,obstacle_detection,CLOUD,VEHICLE
300,veh_4,7.81,28.91,MEDIUM,GOOD,driver_behavior_analysis,CLOUD,CLOUD
300,veh_5,12.93,80.05,LOW,POOR,vehicle_diagnostics,VEHICLE,VEHICLE
300,veh_6,11.69,93.24,MEDIUM,MODERATE,obstacle_detection,VEHICLE,VEHICLE
300,veh_7,11.2,16.4,MEDIUM,POOR,vehicle_diagnostics,CLOUD,VEHICLE
300,veh_8,17.11,92.64,LOW,POOR,route_planning,VEHICLE,VEHICLE
300,veh_9,2.91,82.7,HIGH,GOOD,obstacle_detection,EDGE,EDGE
300,veh_10,10.92,49.28,MEDIUM,POOR,lane_detection,VEHICLE,VEHICLE
300,veh_11,7.15,85.24,MEDIUM,MODERATE,traffic_sign_recognition,CLOUD,CLOUD
300,veh_12,6.5,53.02,MEDIUM,POOR,driver_behavior_analysis,VEHICLE,VEHICLE
300,veh_13,11.28,21.92,MEDIUM,POOR,vehicle_diagnostics,VEHICLE,VEHICLE
300,veh_14,7.93,69.65,MEDIUM,MODERATE,vehicle_diagnostics,EDGE,EDGE
300,veh_15,15.86,38.71,LOW,MODERATE,vehicle_diagnostics,EDGE,EDGE
300,veh_16,6.25,52.95,MEDIUM,POOR,vehicle_diagnostics,VEHICLE,VEHICLE
300,veh_17,2.72,19.08,HIGH,MODERATE,traffic_sign_recognition,CLOUD,CLOUD
300,veh_18,5.44,83.7,HIGH,POOR,lane_detection,EDGE,EDGE
300,veh_19,17.38,22.03,LOW,POOR,obstacle_detection,VEHICLE,CLOUD
300,veh_20,16.84,22.01,LOW,GOOD,route_planning,EDGE,CLOUD
300,veh_21,8.24,10.7,MEDIUM,POOR,vehicle_diagnostics,CLOUD,EDGE
300,veh_22,14.46,78.92,LOW,GOOD,lane_detection,VEHICLE,VEHICLE
300,veh_23,10.78,13.61,MEDIUM,GOOD,obstacle_detection,CLOUD,CLOUD
300,veh_24,17.41,11.26,LOW,MODERATE,obstacle_detection,CLOUD,CLOUD
300,veh_25,8.38,51.71,MEDIUM,GOOD,vehicle_diagnostics,EDGE,CLOUD
300,veh_26,12.27,31.23,LOW,GOOD,lane_detection,VEHICLE,CLOUD
300,veh_27,13.68,98.8,LOW,POOR,traffic_sign_recognition,VEHICLE,VEHICLE
300,veh_28,7.76,50.07,MEDIUM,POOR,driver_behavior_analysis,VEHICLE,VEHICLE
300,veh_29,13.44,78.28,LOW,GOOD,route_planning,EDGE,CLOUD
300,veh_30,10.59,42.72,MEDIUM,POOR,route_planning,VEHICLE,VEHICLE
301,veh_1,16.6,34.81,LOW,POOR,vehicle_diagnostics,VEHICLE,VEHICLE
301,veh_2,8.92,28.8,MEDIUM,POOR,obstacle_detection,VEHICLE,VEHICLE
301,veh_3,17.57,52.7,LOW,MODERATE,vehicle_diagnostics,EDGE,EDGE
301,veh_4,4.42,17.03,HIGH,MODERATE,driver_behavior_analysis,CLOUD,EDGE
301,veh_5,8.11,58.68,MEDIUM,MODERATE,route_planning,EDGE,EDGE
301,veh_6,11.2,59.37,MEDIUM,MODERATE,vehicle_diagnostics,CLOUD,CLOUD
301,veh_7,11.26,29.97,MEDIUM,MODERATE,obstacle_detection,VEHICLE,VEHICLE
301,veh_8,12.35,64.15,LOW,MODERATE,traffic_sign_recognition,EDGE,EDGE
301,veh_9,7.22,20.74,MEDIUM,GOOD,driver_behavior_analysis,EDGE,CLOUD
301,veh_10,17.82,89.33,LOW,MODERATE,vehicle_diagnostics,CLOUD,VEHICLE
301,veh_11,14.53,51.07,LOW,GOOD,obstacle_detection,VEHICLE,VEHICLE
301,veh_12,16.59,41.99,LOW,GOOD,obstacle_detection,VEHICLE,VEHICLE
301,veh_13,7.18,77.0,MEDIUM,POOR,vehicle_diagnostics,VEHICLE,VEHICLE
301,veh_14,7.15,88.35,MEDIUM,MODERATE,driver_behavior_analysis,EDGE,EDGE
301,veh_15,10.9,34.51,MEDIUM,GOOD,obstacle_detection,VEHICLE,VEHICLE
301,veh_16,11.54,66.06,MEDIUM,GOOD,driver_behavior_analysis,CLOUD,EDGE
301,veh_17,11.88,82.98,MEDIUM,POOR,vehicle_diagnostics,VEHICLE,VEHICLE
301,veh_18,16.66,35.91,LOW,GOOD,obstacle_detection,VEHICLE,VEHICLE
301,veh_19,4.81,62.77,HIGH,POOR,lane_detection,EDGE,EDGE
301,veh_20,2.28,37.71,HIGH,GOOD,route_planning,EDGE,EDGE
301,veh_21,14.7,24.95,LOW,GOOD,lane_detection,VEHICLE,VEHICLE
301,veh_22,13.93,74.82,LOW,MODERATE,lane_detection,VEHICLE,VEHICLE
301,veh_23,7.4,53.43,MEDIUM,POOR,vehicle_diagnostics,VEHICLE,VEHICLE
301,veh_24,17.58,31.15,LOW,MODERATE,obstacle_detection,VEHICLE,EDGE
301,veh_25,4.19,48.61,HIGH,POOR,lane_detection,EDGE,EDGE
301,veh_26,16.33,26.38,LOW,MODERATE,route_planning,CLOUD,EDGE
301,veh_27,3.19,65.19,HIGH,MODERATE,traffic_sign_recognition,EDGE,EDGE
301,veh_28,15.87,33.57,LOW,MODERATE,obstacle_detection,VEHICLE,VEHICLE
301,veh_29,5.86,50.4,HIGH,GOOD,route_planning,EDGE,EDGE
301,veh_30,12.71,49.86,LOW,POOR,vehicle_diagnostics,VEHICLE,VEHICLE
302,veh_1,7.12,45.42,MEDIUM,GOOD,lane_detection,VEHICLE,VEHICLE
302,veh_2,7.4,35.9,MEDIUM,MODERATE,obstacle_detection,VEHICLE,VEHICLE
302,veh_3,5.23,85.39,HIGH,MODERATE,traffic_sign_recognition,EDGE,EDGE
302,veh_4,7.32,23.87,MEDIUM,GOOD,vehicle_diagnostics,CLOUD,CLOUD
302,veh_5,6.83,94.24,MEDIUM,POOR,driver_behavior_analysis,VEHICLE,VEHICLE
302,veh_6,4.91,70.98,HIGH,MODERATE,lane_detection,EDGE,EDGE
302,veh_7,3.52,52.95,HIGH,MODERATE,lane_detection,EDGE,EDGE
302,veh_8,7.0,15.12,MEDIUM,GOOD,lane_detection,CLOUD,CLOUD
302,veh_9,10.07,89.48,MEDIUM,MODERATE,vehicle_diagnostics,CLOUD,EDGE
302,veh_10,3.17,74.09,HIGH,POOR,vehicle_diagnostics,EDGE,EDGE
302,veh_11,13.09,10.32,LOW,POOR,vehicle_diagnostics,CLOUD,CLOUD
302,veh_12,9.84,53.48,MEDIUM,POOR,route_planning,VEHICLE,VEHICLE
302,veh_13,6.15,51.55,MEDIUM,GOOD,obstacle_detection,VEHICLE,VEHICLE
302,veh_14,5.44,35.01,HIGH,MODERATE,lane_detection,EDGE,EDGE
302,veh_15,5.67,39.28,HIGH,MODERATE,lane_detection,EDGE,EDGE
302,veh_16,8.64,27.77,MEDIUM,POOR,route_planning,VEHICLE,VEHICLE
302,veh_17,2.72,41.34,HIGH,MODERATE,vehicle_diagnostics,EDGE,EDGE
302,veh_18,10.32,25.63,MEDIUM,MODERATE,obstacle_detection,VEHICLE,VEHICLE
302,veh_19,2.59,31.15,HIGH,MODERATE,obstacle_detection,EDGE,EDGE
302,veh_20,5.99,90.19,HIGH,POOR,driver_behavior_analysis,EDGE,EDGE
302,veh_21,17.92,71.06,LOW,POOR,vehicle_diagnostics,VEHICLE,VEHICLE
302,veh_22,12.83,56.07,LOW,POOR,vehicle_diagnostics,VEHICLE,VEHICLE
302,veh_23,13.86,39.69,LOW,GOOD,obstacle_detection,VEHICLE,VEHICLE
302,veh_24,13.54,30.49,LOW,GOOD,driver_behavior_analysis,EDGE,CLOUD
302,veh_25,11.95,92.45,MEDIUM,GOOD,traffic_sign_recognition,CLOUD,CLOUD
302,veh_26,12.35,84.83,LOW,POOR,lane_detection,VEHICLE,VEHICLE
302,veh_27,14.33,74.26,LOW,GOOD,driver_behavior_analysis,CLOUD,EDGE
302,veh_28,15.99,92.12,LOW,GOOD,route_planning,CLOUD,EDGE
302,veh_29,13.5,98.6,LOW,GOOD,route_planning,EDGE,EDGE
302,veh_30,9.22,78.27,MEDIUM,MODERATE,driver_behavior_analysis,EDGE,EDGE
303,veh_1,2.65,93.51,HIGH,GOOD,vehicle_diagnostics,EDGE,EDGE
303,veh_2,11.63,29.58,MEDIUM,GOOD,lane_detection,VEHICLE,VEHICLE
303,veh_3,3.13,12.41,HIGH,GOOD,traffic_sign_recognition,CLOUD,CLOUD
303,veh_4,15.6,63.63,LOW,GOOD,traffic_sign_recognition,CLOUD,CLOUD
303,veh_5,13.97,60.57,LOW,MODERATE,traffic_sign_recognition,CLOUD,CLOUD
303,veh_6,9.72,49.15,MEDIUM,POOR,driver_behavior_analysis,VEHICLE,VEHICLE
303,veh_7,4.13,18.21,HIGH,POOR,route_planning,CLOUD,EDGE
303,veh_8,14.66,73.42,LOW,MODERATE,route_planning,CLOUD,EDGE
303,veh_9,13.46,14.51,LOW,POOR,traffic_sign_recognition,CLOUD,CLOUD
303,veh_10,14.31,91.74,LOW,POOR,lane_detection,VEHICLE,VEHICLE
303,veh_11,3.51,98.23,HIGH,MODERATE,obstacle_detection,EDGE,EDGE
303,veh_12,7.56,27.49,MEDIUM,POOR,vehicle_diagnostics,VEHICLE,VEHICLE
303,veh_13,8.23,94.72,MEDIUM,POOR,lane_detection,VEHICLE,VEHICLE
303,veh_14,12.71,49.74,LOW,GOOD,obstacle_detection,VEHICLE,VEHICLE
303,veh_15,3.23,22.19,HIGH,POOR,lane_detection,EDGE,EDGE
303,veh_16,7.56,67.88,MEDIUM,GOOD,driver_behavior_analysis,CLOUD,EDGE
303,veh_17,11.14,79.18,MEDIUM,POOR,driver_behavior_analysis,VEHICLE,VEHICLE
303,veh_18,2.53,36.69,HIGH,MODERATE,vehicle_diagnostics,EDGE,EDGE
303,veh_19,5.22,89.23,HIGH,GOOD,vehicle_diagnostics,EDGE,EDGE
303,veh_20,10.82,10.71,MEDIUM,GOOD,route_planning,CLOUD,CLOUD
303,veh_21,5.8,16.58,HIGH,POOR,lane_detection,CLOUD,EDGE
303,veh_22,14.68,82.88,LOW,POOR,obstacle_detection,VEHICLE,VEHICLE
303,veh_23,12.98,10.99,LOW,POOR,lane_detection,CLOUD,CLOUD
303,veh_24,16.23,42.92,LOW,GOOD,vehicle_diagnostics,EDGE,EDGE
303,veh_25,6.04,36.19,MEDIUM,POOR,vehicle_diagnostics,VEHICLE,VEHICLE
303,veh_26,5.49,93.29,HIGH,POOR,vehicle_diagnostics,EDGE,EDGE
303,veh_27,10.11,18.18,MEDIUM,MODERATE,vehicle_diagnostics,CLOUD,CLOUD
303,veh_28,8.41,54.87,MEDIUM,POOR,route_planning,VEHICLE,VEHICLE
303,veh_29,5.69,92.14,HIGH,MODERATE,traffic_sign_recognition,EDGE,EDGE
303,veh_30,6.71,71.93,MEDIUM,POOR,driver_behavior_analysis,VEHICLE,VEHICLE
304,veh_1,3.75,53.82,HIGH,POOR,lane_detection,EDGE,EDGE
304,veh_2,3.83,37.28,HIGH,POOR,vehicle_diagnostics,EDGE,EDGE
304,veh_3,10.71,12.1,MEDIUM,MODERATE,route_planning,CLOUD,CLOUD
304,veh_4,13.52,18.63,LOW,POOR,driver_behavior_analysis,CLOUD,CLOUD
304,veh_5,17.0,69.12,LOW,MODERATE,traffic_sign_recognition,CLOUD,VEHICLE
304,veh_6,5.9,46.6,HIGH,MODERATE,obstacle_detection,EDGE,EDGE
304,veh_7,7.01,82.46,MEDIUM,GOOD,lane_detection,VEHICLE,VEHICLE
304,veh_8,6.24,57.27,MEDIUM,MODERATE,traffic_sign_recognition,CLOUD,CLOUD
304,veh_9,11.32,83.26,MEDIUM,GOOD,driver_behavior_analysis,EDGE,EDGE
304,veh_10,13.88,43.47,LOW,MODERATE,obstacle_detection,VEHICLE,VEHICLE
304,veh_11,17.41,52.81,LOW,MODERATE,lane_detection,VEHICLE,VEHICLE
304,veh_12,4.96,51.32,HIGH,MODERATE,route_planning,EDGE,EDGE
304,veh_13,9.29,70.02,MEDIUM,GOOD,traffic_sign_recognition,EDGE,CLOUD
304,veh_14,14.42,12.26,LOW,GOOD,vehicle_diagnostics,CLOUD,CLOUD
304,veh_15,10.66,94.99,MEDIUM,GOOD,driver_behavior_analysis,CLOUD,CLOUD
304,veh_16,15.28,69.31,LOW,POOR,driver_behavior_analysis,VEHICLE,VEHICLE
304,veh_17,5.58,76.68,HIGH,GOOD,obstacle_detection,EDGE,EDGE
304,veh_18,4.56,32.92,HIGH,GOOD,driver_behavior_analysis,EDGE,EDGE
304,veh_19,5.76,91.74,HIGH,POOR,route_planning,EDGE,EDGE
304,veh_20,7.93,83.71,MEDIUM,GOOD,route_planning,EDGE,CLOUD
304,veh_21,12.94,44.99,LOW,POOR,obstacle_detection,VEHICLE,VEHICLE
304,veh_22,4.21,90.86,HIGH,POOR,traffic_sign_recognition,EDGE,EDGE
304,veh_23,8.99,97.68,MEDIUM,MODERATE,lane_detection,VEHICLE,VEHICLE
304,veh_24,17.99,75.94,LOW,POOR,traffic_sign_recognition,VEHICLE,VEHICLE
304,veh_25,15.61,53.56,LOW,GOOD,driver_behavior_analysis,CLOUD,CLOUD
304,veh_26,13.59,89.22,LOW,MODERATE,lane_detection,VEHICLE,VEHICLE
304,veh_27,11.72,43.22,MEDIUM,POOR,lane_detection,VEHICLE,VEHICLE
304,veh_28,9.72,97.46,MEDIUM,GOOD,route_planning,CLOUD,EDGE
304,veh_29,13.45,42.14,LOW,MODERATE,traffic_sign_recognition,EDGE,EDGE
304,veh_30,12.7,76.9,LOW,GOOD,route_planning,EDGE,CLOUD
305,veh_1,11.5,78.06,MEDIUM,POOR,vehicle_diagnostics,VEHICLE,VEHICLE
305,veh_2,4.64,13.49,HIGH,POOR,traffic_sign_recognition,CLOUD,CLOUD
305,veh_3,14.34,29.37,LOW,MODERATE,route_planning,CLOUD,EDGE
305,veh_4,17.95,59.56,LOW,POOR,route_planning,VEHICLE,VEHICLE
305,veh_5,13.14,74.01,LOW,POOR,vehicle_diagnostics,VEHICLE,VEHICLE
305,veh_6,4.78,70.36,HIGH,GOOD,obstacle_detection,EDGE,EDGE
305,veh_7,6.02,54.19,MEDIUM,MODERATE,lane_detection,VEHICLE,VEHICLE
305,veh_8,15.11,82.38,LOW,GOOD,traffic_sign_recognition,CLOUD,EDGE
305,veh_9,14.62,57.35,LOW,GOOD,obstacle_detection,VEHICLE,VEHICLE
305,veh_10,10.05,19.09,MEDIUM,POOR,lane_detection,CLOUD,VEHICLE
305,veh_11,5.84,91.74,HIGH,MODERATE,obstacle_detection,EDGE,EDGE
305,veh_12,14.97,22.8,LOW,MODERATE,route_planning,EDGE,EDGE
305,veh_13,9.46,91.43,MEDIUM,MODERATE,driver_behavior_analysis,EDGE,CLOUD
305,veh_14,17.78,21.93,LOW,GOOD,driver_behavior_analysis,CLOUD,CLOUD
305,veh_15,14.03,73.19,LOW,MODERATE,lane_detection,VEHICLE,VEHICLE
305,veh_16,9.24,27.21,MEDIUM,MODERATE,vehicle_diagnostics,CLOUD,EDGE
305,veh_17,15.46,63.87,LOW,POOR,vehicle_diagnostics,VEHICLE,VEHICLE
305,veh_18,2.62,35.67,HIGH,GOOD,route_planning,EDGE,EDGE
305,veh_19,8.69,64.33,MEDIUM,POOR,vehicle_diagnostics,VEHICLE,VEHICLE
305,veh_20,3.34,59.76,HIGH,GOOD,vehicle_diagnostics,EDGE,EDGE
305,veh_21,7.16,44.9,MEDIUM,MODERATE,route_planning,CLOUD,EDGE
305,veh_22,16.83,75.27,LOW,GOOD,obstacle_detection,VEHICLE,VEHICLE
305,veh_23,2.25,70.6,HIGH,POOR,obstacle_detection,EDGE,EDGE
305,veh_24,10.66,94.45,MEDIUM,GOOD,vehicle_diagnostics,CLOUD,EDGE
305,veh_25,17.67,25.76,LOW,GOOD,obstacle_detection,VEHICLE,VEHICLE
305,veh_26,9.33,79.83,MEDIUM,POOR,route_planning,VEHICLE,VEHICLE
305,veh_27,16.37,15.91,LOW,POOR,driver_behavior_analysis,CLOUD,CLOUD
305,veh_28,16.19,29.64,LOW,GOOD,obstacle_detection,VEHICLE,VEHICLE
305,veh_29,7.88,73.89,MEDIUM,GOOD,route_planning,CLOUD,CLOUD
305,veh_30,14.16,36.33,LOW,POOR,traffic_sign_recognition,VEHICLE,VEHICLE
306,veh_1,9.79,77.87,MEDIUM,MODERATE,lane_detection,VEHICLE,VEHICLE
306,veh_2,10.62,88.35,MEDIUM,MODERATE,route_planning,EDGE,CLOUD
306,veh_3,9.31,89.77,MEDIUM,POOR,vehicle_diagnostics,VEHICLE,VEHICLE
306,veh_4,12.53,51.13,LOW,GOOD,vehicle_diagnostics,CLOUD,CLOUD
306,veh_5,10.75,80.02,MEDIUM,POOR,traffic_sign_recognition,VEHICLE,VEHICLE
306,veh_6,7.58,32.51,MEDIUM,MODERATE,lane_detection,VEHICLE,VEHICLE
306,veh_7,6.34,38.61,MEDIUM,MODERATE,vehicle_diagnostics,EDGE,EDGE
306,veh_8,5.6,93.4,HIGH,GOOD,route_planning,EDGE,EDGE
306,veh_9,2.57,67.3,HIGH,MODERATE,traffic_sign_recognition,EDGE,EDGE
