step,vehicle_id,speed,battery,traffic_density,network_quality,task_type,decision
262,veh_27,15.16,88.51,LOW,POOR,vehicle_diagnostics,VEHICLE
262,veh_28,15.09,67.14,LOW,MODERATE,traffic_sign_recognition,CLOUD
262,veh_29,7.13,80.75,MEDIUM,POOR,obstacle_detection,VEHICLE
262,veh_30,5.44,76.75,HIGH,GOOD,vehicle_diagnostics,EDGE
263,veh_1,12.32,47.42,LOW,POOR,obstacle_detection,VEHICLE
263,veh_2,9.7,62.8,MEDIUM,GOOD,driver_behavior_analysis,EDGE
263,veh_3,7.91,83.82,MEDIUM,POOR,lane_detection,VEHICLE
263,veh_4,11.15,50.5,MEDIUM,POOR,traffic_sign_recognition,VEHICLE
263,veh_5,15.7,67.64,LOW,MODERATE,lane_detection,VEHICLE
263,veh_6,16.95,70.45,LOW,POOR,obstacle_detection,VEHICLE
263,veh_7,16.56,79.39,LOW,GOOD,traffic_sign_recognition,CLOUD
263,veh_8,12.76,89.3,LOW,GOOD,driver_behavior_analysis,CLOUD
263,veh_9,2.21,79.79,HIGH,MODERATE,driver_behavior_analysis,EDGE
263,veh_10,11.56,12.92,MEDIUM,GOOD,vehicle_diagnostics,CLOUD
263,veh_11,3.09,24.1,HIGH,POOR,driver_behavior_analysis,EDGE
263,veh_12,17.21,92.03,LOW,GOOD,traffic_sign_recognition,CLOUD
263,veh_13,16.84,58.77,LOW,GOOD,traffic_sign_recognition,EDGE
263,veh_14,3.71,74.69,HIGH,GOOD,driver_behavior_analysis,EDGE
263,veh_15,5.68,67.88,HIGH,POOR,lane_detection,EDGE
263,veh_16,16.88,56.49,LOW,MODERATE,vehicle_diagnostics,EDGE
263,veh_17,4.23,77.68,HIGH,POOR,route_planning,EDGE
263,veh_18,17.49,67.59,LOW,GOOD,route_planning,EDGE
263,veh_19,11.29,55.59,MEDIUM,MODERATE,driver_behavior_analysis,CLOUD
263,veh_20,10.35,89.67,MEDIUM,POOR,route_planning,VEHICLE
263,veh_21,8.41,54.06,MEDIUM,MODERATE,obstacle_detection,VEHICLE
263,veh_22,13.36,45.37,LOW,GOOD,route_planning,EDGE
263,veh_23,6.47,26.22,MEDIUM,GOOD,driver_behavior_analysis,EDGE
263,veh_24,9.63,49.36,MEDIUM,GOOD,vehicle_diagnostics,CLOUD
263,veh_25,10.95,41.41,MEDIUM,MODERATE,obstacle_detection,VEHICLE
263,veh_26,3.19,86.04,HIGH,MODERATE,route_planning,EDGE
263,veh_27,17.1,49.39,LOW,POOR,lane_detection,VEHICLE
263,veh_28,15.25,84.08,LOW,POOR,traffic_sign_recognition,VEHICLE
263,veh_29,15.07,72.83,LOW,GOOD,vehicle_diagnostics,CLOUD
263,veh_30,14.9,47.09,LOW,GOOD,driver_behavior_analysis,EDGE
264,veh_1,9.0,84.35,MEDIUM,MODERATE,obstacle_detection,VEHICLE
264,veh_2,17.52,22.19,LOW,MODERATE,route_planning,EDGE
264,veh_3,14.54,80.86,LOW,MODERATE,driver_behavior_analysis,CLOUD
264,veh_4,6.86,97.98,MEDIUM,POOR,lane_detection,VEHICLE
264,veh_5,11.31,43.69,MEDIUM,POOR,driver_behavior_analysis,VEHICLE
264,veh_6,5.0,31.25,HIGH,GOOD,obstacle_detection,EDGE
264,veh_7,7.08,73.76,MEDIUM,POOR,route_planning,VEHICLE
264,veh_8,2.94,98.62,HIGH,POOR,driver_behavior_analysis,EDGE
264,veh_9,17.82,23.16,LOW,POOR,obstacle_detection,VEHICLE
264,veh_10,14.28,73.42,LOW,MODERATE,obstacle_detection,VEHICLE
264,veh_11,8.66,69.65,MEDIUM,MODERATE,vehicle_diagnostics,EDGE
264,veh_12,17.78,60.96,LOW,MODERATE,lane_detection,VEHICLE
264,veh_13,2.26,81.69,HIGH,POOR,vehicle_diagnostics,EDGE
264,veh_14,17.14,11.87,LOW,GOOD,traffic_sign_recognition,CLOUD
264,veh_15,13.73,86.21,LOW,MODERATE,obstacle_detection,VEHICLE
264,veh_16,2.77,43.38,HIGH,GOOD,obstacle_detection,EDGE
264,veh_17,3.09,18.96,HIGH,GOOD,obstacle_detection,CLOUD
264,veh_18,2.33,97.37,HIGH,POOR,vehicle_diagnostics,EDGE
264,veh_19,14.27,54.59,LOW,GOOD,lane_detection,VEHICLE
264,veh_20,12.23,74.9,LOW,MODERATE,traffic_sign_recognition,CLOUD
264,veh_21,4.78,14.71,HIGH,MODERATE,driver_behavior_analysis,CLOUD
264,veh_22,12.55,55.03,LOW,GOOD,obstacle_detection,VEHICLE
264,veh_23,13.44,23.67,LOW,GOOD,vehicle_diagnostics,CLOUD
264,veh_24,10.93,93.27,MEDIUM,MODERATE,obstacle_detection,VEHICLE
264,veh_25,9.79,79.46,MEDIUM,GOOD,route_planning,EDGE
264,veh_26,17.13,73.85,LOW,GOOD,lane_detection,VEHICLE
264,veh_27,12.12,50.72,LOW,POOR,lane_detection,VEHICLE
264,veh_28,12.52,43.31,LOW,POOR,route_planning,VEHICLE
264,veh_29,9.34,99.6,MEDIUM,POOR,traffic_sign_recognition,VEHICLE
264,veh_30,12.87,27.83,LOW,POOR,lane_detection,VEHICLE
265,veh_1,10.08,29.6,MEDIUM,POOR,route_planning,VEHICLE
265,veh_2,12.3,13.03,LOW,MODERATE,lane_detection,CLOUD
265,veh_3,14.83,41.77,LOW,POOR,traffic_sign_recognition,VEHICLE
265,veh_4,4.66,24.15,HIGH,POOR,lane_detection,EDGE
265,veh_5,3.84,22.34,HIGH,MODERATE,driver_behavior_analysis,EDGE
265,veh_6,16.75,60.21,LOW,MODERATE,vehicle_diagnostics,EDGE
265,veh_7,4.82,34.85,HIGH,POOR,driver_behavior_analysis,EDGE
265,veh_8,11.87,72.08,MEDIUM,GOOD,vehicle_diagnostics,CLOUD
265,veh_9,12.7,62.56,LOW,POOR,traffic_sign_recognition,VEHICLE
265,veh_10,17.18,39.29,LOW,GOOD,obstacle_detection,VEHICLE
265,veh_11,5.14,70.63,HIGH,GOOD,lane_detection,EDGE
265,veh_12,4.29,62.01,HIGH,MODERATE,obstacle_detection,EDGE
265,veh_13,13.67,74.41,LOW,MODERATE,obstacle_detection,VEHICLE
265,veh_14,2.33,32.42,HIGH,GOOD,traffic_sign_recognition,EDGE
265,veh_15,14.03,95.07,LOW,GOOD,traffic_sign_recognition,EDGE
265,veh_16,2.38,99.82,HIGH,POOR,vehicle_diagnostics,EDGE
265,veh_17,4.2,55.42,HIGH,MODERATE,obstacle_detection,EDGE
265,veh_18,2.68,18.19,HIGH,GOOD,traffic_sign_recognition,CLOUD
265,veh_19,5.84,99.75,HIGH,MODERATE,driver_behavior_analysis,EDGE
265,veh_20,3.93,20.97,HIGH,GOOD,lane_detection,EDGE
265,veh_21,13.37,34.55,LOW,GOOD,vehicle_diagnostics,CLOUD
265,veh_22,10.98,50.21,MEDIUM,POOR,traffic_sign_recognition,VEHICLE
265,veh_23,15.87,82.62,LOW,MODERATE,lane_detection,VEHICLE
265,veh_24,14.12,74.43,LOW,POOR,route_planning,VEHICLE
265,veh_25,4.31,42.61,HIGH,MODERATE,route_planning,EDGE
265,veh_26,17.57,72.05,LOW,POOR,driver_behavior_analysis,VEHICLE
265,veh_27,2.93,25.19,HIGH,GOOD,vehicle_diagnostics,EDGE
265,veh_28,4.4,91.61,HIGH,MODERATE,vehicle_diagnostics,EDGE
265,veh_29,9.18,36.91,MEDIUM,MODERATE,vehicle_diagnostics,CLOUD
265,veh_30,2.5,58.2,HIGH,GOOD,vehicle_diagnostics,EDGE
266,veh_1,15.15,54.58,LOW,GOOD,lane_detection,VEHICLE
266,veh_2,6.84,23.97,MEDIUM,POOR,obstacle_detection,VEHICLE
266,veh_3,12.98,41.56,LOW,MODERATE,obstacle_detection,VEHICLE
266,veh_4,13.67,99.17,LOW,POOR,lane_detection,VEHICLE
266,veh_5,13.69,30.73,LOW,MODERATE,lane_detection,VEHICLE
266,veh_6,4.42,33.37,HIGH,POOR,lane_detection,EDGE
266,veh_7,7.99,89.11,MEDIUM,MODERATE,lane_detection,VEHICLE
266,veh_8,4.96,53.85,HIGH,POOR,traffic_sign_recognition,EDGE
266,veh_9,8.31,67.03,MEDIUM,POOR,traffic_sign_recognition,VEHICLE
266,veh_10,11.12,97.96,MEDIUM,POOR,obstacle_detection,VEHICLE
266,veh_11,10.31,75.34,MEDIUM,POOR,obstacle_detection,VEHICLE
266,veh_12,9.3,10.62,MEDIUM,GOOD,vehicle_diagnostics,CLOUD
266,veh_13,17.07,19.05,LOW,GOOD,traffic_sign_recognition,CLOUD
266,veh_14,16.22,72.29,LOW,POOR,vehicle_diagnostics,VEHICLE
266,veh_15,15.93,11.28,LOW,GOOD,route_planning,CLOUD
266,veh_16,10.6,72.85,MEDIUM,GOOD,driver_behavior_analysis,CLOUD
266,veh_17,14.88,39.71,LOW,GOOD,traffic_sign_recognition,EDGE
266,veh_18,9.09,15.14,MEDIUM,GOOD,lane_detection,CLOUD
266,veh_19,17.92,78.9,LOW,GOOD,lane_detection,VEHICLE
266,veh_20,9.98,23.86,MEDIUM,POOR,obstacle_detection,VEHICLE
266,veh_21,16.64,35.13,LOW,MODERATE,route_planning,CLOUD
266,veh_22,6.94,94.37,MEDIUM,POOR,route_planning,VEHICLE
266,veh_23,10.78,84.51,MEDIUM,POOR,vehicle_diagnostics,VEHICLE
266,veh_24,17.94,14.3,LOW,POOR,route_planning,CLOUD
266,veh_25,12.05,95.76,LOW,GOOD,lane_detection,VEHICLE
266,veh_26,15.11,27.62,LOW,GOOD,lane_detection,VEHICLE
266,veh_27,8.11,60.6,MEDIUM,MODERATE,route_planning,CLOUD
266,veh_28,16.72,34.61,LOW,GOOD,obstacle_detection,VEHICLE
266,veh_29,8.36,27.55,MEDIUM,POOR,obstacle_detection,VEHICLE
266,veh_30,10.85,68.9,MEDIUM,MODERATE,vehicle_diagnostics,EDGE
267,veh_1,9.48,28.88,MEDIUM,POOR,traffic_sign_recognition,VEHICLE
267,veh_2,17.4,20.53,LOW,GOOD,traffic_sign_recognition,CLOUD
267,veh_3,11.1,59.3,MEDIUM,GOOD,route_planning,EDGE
267,veh_4,15.12,12.47,LOW,GOOD,obstacle_detection,CLOUD
267,veh_5,8.85,23.76,MEDIUM,GOOD,traffic_sign_recognition,EDGE
267,veh_6,12.94,62.24,LOW,GOOD,driver_behavior_analysis,EDGE
267,veh_7,12.54,80.61,LOW,GOOD,driver_behavior_analysis,CLOUD
267,veh_8,6.27,88.16,MEDIUM,MODERATE,obstacle_detection,VEHICLE
267,veh_9,16.15,50.01,LOW,GOOD,driver_behavior_analysis,CLOUD
267,veh_10,17.0,12.66,LOW,GOOD,route_planning,CLOUD
267,veh_11,11.61,31.37,MEDIUM,POOR,traffic_sign_recognition,VEHICLE
267,veh_12,3.96,60.35,HIGH,POOR,driver_behavior_analysis,EDGE
267,veh_13,3.54,37.63,HIGH,GOOD,obstacle_detection,EDGE
267,veh_14,2.77,80.48,HIGH,POOR,traffic_sign_recognition,EDGE
267,veh_15,6.61,34.16,MEDIUM,POOR,route_planning,VEHICLE
267,veh_16,3.86,90.69,HIGH,MODERATE,traffic_sign_recognition,EDGE
267,veh_17,16.35,92.97,LOW,GOOD,route_planning,CLOUD
267,veh_18,15.9,22.5,LOW,POOR,driver_behavior_analysis,VEHICLE
267,veh_19,6.82,33.49,MEDIUM,MODERATE,route_planning,CLOUD
267,veh_20,17.04,90.12,LOW,MODERATE,traffic_sign_recognition,CLOUD
267,veh_21,8.77,69.25,MEDIUM,POOR,vehicle_diagnostics,VEHICLE
267,veh_22,13.15,33.36,LOW,POOR,route_planning,VEHICLE
267,veh_23,3.64,10.76,HIGH,MODERATE,obstacle_detection,CLOUD
267,veh_24,11.41,12.18,MEDIUM,GOOD,driver_behavior_analysis,CLOUD
267,veh_25,14.27,33.86,LOW,MODERATE,driver_behavior_analysis,CLOUD
267,veh_26,3.36,89.52,HIGH,POOR,vehicle_diagnostics,EDGE
267,veh_27,3.73,17.74,HIGH,POOR,vehicle_diagnostics,CLOUD
267,veh_28,9.33,78.41,MEDIUM,POOR,vehicle_diagnostics,VEHICLE
267,veh_29,14.61,85.88,LOW,POOR,driver_behavior_analysis,VEHICLE
267,veh_30,9.74,11.06,MEDIUM,GOOD,lane_detection,CLOUD
268,veh_1,2.98,24.44,HIGH,POOR,route_planning,EDGE
268,veh_2,8.58,88.26,MEDIUM,POOR,vehicle_diagnostics,VEHICLE
268,veh_3,14.99,50.3,LOW,MODERATE,driver_behavior_analysis,CLOUD
268,veh_4,4.79,14.38,HIGH,MODERATE,lane_detection,CLOUD
268,veh_5,4.54,45.89,HIGH,GOOD,driver_behavior_analysis,EDGE
268,veh_6,11.51,20.07,MEDIUM,GOOD,lane_detection,VEHICLE
268,veh_7,15.11,24.32,LOW,POOR,driver_behavior_analysis,VEHICLE
268,veh_8,17.95,19.08,LOW,POOR,obstacle_detection,CLOUD
268,veh_9,9.65,61.94,MEDIUM,GOOD,lane_detection,VEHICLE
268,veh_10,14.56,87.29,LOW,GOOD,obstacle_detection,VEHICLE
268,veh_11,14.1,37.32,LOW,MODERATE,route_planning,CLOUD
268,veh_12,14.36,41.3,LOW,MODERATE,vehicle_diagnostics,CLOUD
268,veh_13,7.45,26.71,MEDIUM,MODERATE,vehicle_diagnostics,EDGE
268,veh_14,13.78,70.95,LOW,MODERATE,route_planning,EDGE
268,veh_15,16.23,15.47,LOW,MODERATE,lane_detection,CLOUD
268,veh_16,11.7,17.42,MEDIUM,POOR,traffic_sign_recognition,CLOUD
268,veh_17,5.2,30.08,HIGH,MODERATE,obstacle_detection,EDGE
268,veh_18,17.05,64.17,LOW,MODERATE,driver_behavior_analysis,CLOUD
268,veh_19,2.41,34.96,HIGH,MODERATE,traffic_sign_recognition,EDGE
268,veh_20,7.06,30.57,MEDIUM,GOOD,route_planning,EDGE
268,veh_21,9.46,98.78,MEDIUM,GOOD,vehicle_diagnostics,CLOUD
268,veh_22,4.78,77.49,HIGH,POOR,obstacle_detection,EDGE
268,veh_23,17.56,58.58,LOW,POOR,vehicle_diagnostics,VEHICLE
268,veh_24,7.06,80.53,MEDIUM,POOR,driver_behavior_analysis,VEHICLE
268,veh_25,7.31,33.33,MEDIUM,MODERATE,driver_behavior_analysis,EDGE
268,veh_26,4.82,64.3,HIGH,MODERATE,driver_behavior_analysis,EDGE
268,veh_27,5.07,51.44,HIGH,MODERATE,vehicle_diagnostics,EDGE
268,veh_28,2.55,62.51,HIGH,POOR,driver_behavior_analysis,EDGE
268,veh_29,11.8,93.97,MEDIUM,POOR,lane_detection,VEHICLE
268,veh_30,4.09,15.65,HIGH,POOR,obstacle_detection,CLOUD
269,veh_1,17.46,84.41,LOW,MODERATE,driver_behavior_analysis,EDGE
269,veh_2,3.71,47.87,HIGH,POOR,route_planning,EDGE
269,veh_3,4.82,74.79,HIGH,POOR,obstacle_detection,EDGE
269,veh_4,14.52,29.06,LOW,MODERATE,obstacle_detection,VEHICLE
269,veh_5,17.77,32.97,LOW,MODERATE,driver_behavior_analysis,EDGE
269,veh_6,8.16,11.14,MEDIUM,POOR,route_planning,CLOUD
269,veh_7,13.14,57.31,LOW,GOOD,driver_behavior_analysis,EDGE
269,veh_8,3.77,70.89,HIGH,MODERATE,driver_behavior_analysis,EDGE
269,veh_9,9.07,68.25,MEDIUM,POOR,traffic_sign_recognition,VEHICLE
269,veh_10,7.94,86.12,MEDIUM,MODERATE,driver_behavior_analysis,CLOUD
269,veh_11,5.6,45.95,HIGH,MODERATE,traffic_sign_recognition,EDGE
269,veh_12,13.8,66.34,LOW,MODERATE,driver_behavior_analysis,EDGE
269,veh_13,10.83,94.07,MEDIUM,GOOD,obstacle_detection,VEHICLE
269,veh_14,17.27,23.04,LOW,POOR,obstacle_detection,VEHICLE
269,veh_15,2.73,47.26,HIGH,GOOD,vehicle_diagnostics,EDGE
269,veh_16,16.71,76.53,LOW,MODERATE,driver_behavior_analysis,CLOUD
269,veh_17,8.55,41.92,MEDIUM,GOOD,traffic_sign_recognition,EDGE
269,veh_18,17.96,20.33,LOW,MODERATE,traffic_sign_recognition,EDGE
269,veh_19,8.64,28.23,MEDIUM,POOR,driver_behavior_analysis,VEHICLE
269,veh_20,4.1,98.9,HIGH,GOOD,lane_detection,EDGE
269,veh_21,17.67,32.53,LOW,GOOD,route_planning,CLOUD
269,veh_22,14.04,99.57,LOW,GOOD,obstacle_detection,VEHICLE
269,veh_23,16.86,30.03,LOW,MODERATE,obstacle_detection,VEHICLE
269,veh_24,3.89,82.56,HIGH,POOR,lane_detection,EDGE
269,veh_25,9.61,68.81,MEDIUM,POOR,lane_detection,VEHICLE
269,veh_26,4.88,56.73,HIGH,POOR,driver_behavior_analysis,EDGE
269,veh_27,16.97,42.07,LOW,MODERATE,vehicle_diagnostics,CLOUD
269,veh_28,4.8,79.2,HIGH,GOOD,driver_behavior_analysis,EDGE
269,veh_29,10.63,76.0,MEDIUM,POOR,traffic_sign_recognition,VEHICLE
269,veh_30,16.58,26.18,LOW,MODERATE,vehicle_diagnostics,CLOUD
270,veh_1,17.3,76.04,LOW,POOR,traffic_sign_recognition,VEHICLE
270,veh_2,15.12,28.17,LOW,MODERATE,vehicle_diagnostics,CLOUD
270,veh_3,2.51,83.92,HIGH,GOOD,driver_behavior_analysis,EDGE
270,veh_4,17.34,59.61,LOW,GOOD,vehicle_diagnostics,EDGE
270,veh_5,3.85,18.9,HIGH,GOOD,driver_behavior_analysis,CLOUD
270,veh_6,2.15,98.06,HIGH,POOR,traffic_sign_recognition,EDGE
270,veh_7,17.89,10.18,LOW,GOOD,vehicle_diagnostics,CLOUD
270,veh_8,12.67,89.22,LOW,MODERATE,obstacle_detection,VEHICLE
270,veh_9,3.05,11.04,HIGH,GOOD,route_planning,CLOUD
270,veh_10,2.96,43.55,HIGH,MODERATE,vehicle_diagnostics,EDGE
270,veh_11,4.66,54.77,HIGH,GOOD,vehicle_diagnostics,EDGE
270,veh_12,13.2,96.68,LOW,GOOD,driver_behavior_analysis,EDGE
270,veh_13,15.51,50.81,LOW,POOR,lane_detection,VEHICLE
270,veh_14,4.91,76.24,HIGH,GOOD,vehicle_diagnostics,EDGE
270,veh_15,15.44,65.17,LOW,GOOD,obstacle_detection,VEHICLE
270,veh_16,10.48,87.97,MEDIUM,POOR,traffic_sign_recognition,VEHICLE
270,veh_17,12.38,31.68,LOW,POOR,route_planning,VEHICLE
270,veh_18,15.99,28.15,LOW,GOOD,vehicle_diagnostics,CLOUD
270,veh_19,13.43,70.34,LOW,MODERATE,traffic_sign_recognition,EDGE
270,veh_20,5.07,14.12,HIGH,GOOD,obstacle_detection,CLOUD
270,veh_21,6.38,59.6,MEDIUM,POOR,vehicle_diagnostics,VEHICLE
270,veh_22,15.92,15.25,LOW,GOOD,traffic_sign_recognition,CLOUD
270,veh_23,17.98,54.84,LOW,POOR,vehicle_diagnostics,VEHICLE
270,veh_24,11.88,91.2,MEDIUM,MODERATE,vehicle_diagnostics,EDGE
270,veh_25,10.45,26.79,MEDIUM,MODERATE,lane_detection,VEHICLE
270,veh_26,14.44,67.12,LOW,POOR,obstacle_detection,VEHICLE
270,veh_27,15.18,14.67,LOW,GOOD,route_planning,CLOUD
270,veh_28,2.23,72.46,HIGH,MODERATE,vehicle_diagnostics,EDGE
270,veh_29,14.34,77.56,LOW,GOOD,route_planning,CLOUD
270,veh_30,8.84,34.98,MEDIUM,GOOD,traffic_sign_recognition,EDGE
271,veh_1,17.3,12.77,LOW,POOR,lane_detection,CLOUD
271,veh_2,10.68,83.74,MEDIUM,GOOD,lane_detection,VEHICLE
271,veh_3,13.67,28.9,LOW,POOR,lane_detection,VEHICLE
271,veh_4,14.16,74.33,LOW,POOR,vehicle_diagnostics,VEHICLE
271,veh_5,3.86,65.59,HIGH,GOOD,lane_detection,EDGE
271,veh_6,10.54,22.6,MEDIUM,MODERATE,driver_behavior_analysis,CLOUD
271,veh_7,13.67,92.2,LOW,POOR,lane_detection,VEHICLE
271,veh_8,4.93,70.9,HIGH,GOOD,obstacle_detection,EDGE
271,veh_9,7.52,33.06,MEDIUM,MODERATE,obstacle_detection,VEHICLE
271,veh_10,17.7,74.01,LOW,POOR,route_planning,VEHICLE
271,veh_11,15.63,22.88,LOW,POOR,obstacle_detection,VEHICLE
271,veh_12,16.14,85.79,LOW,MODERATE,vehicle_diagnostics,CLOUD
271,veh_13,7.17,78.21,MEDIUM,MODERATE,lane_detection,VEHICLE
271,veh_14,7.22,67.49,MEDIUM,POOR,vehicle_diagnostics,VEHICLE
271,veh_15,11.97,96.7,MEDIUM,GOOD,traffic_sign_recognition,CLOUD
271,veh_16,15.29,60.94,LOW,POOR,obstacle_detection,VEHICLE
271,veh_17,10.47,83.2,MEDIUM,MODERATE,route_planning,EDGE
271,veh_18,11.47,62.92,MEDIUM,GOOD,vehicle_diagnostics,EDGE
271,veh_19,13.19,17.82,LOW,POOR,driver_behavior_analysis,CLOUD
271,veh_20,14.09,51.59,LOW,MODERATE,obstacle_detection,VEHICLE
271,veh_21,8.99,64.55,MEDIUM,MODERATE,route_planning,CLOUD
271,veh_22,2.79,83.93,HIGH,POOR,driver_behavior_analysis,EDGE
271,veh_23,3.27,75.49,HIGH,POOR,obstacle_detection,EDGE
271,veh_24,17.69,69.64,LOW,GOOD,lane_detection,VEHICLE
271,veh_25,6.46,60.63,MEDIUM,GOOD,driver_behavior_analysis,EDGE
271,veh_26,3.21,90.03,HIGH,POOR,route_planning,EDGE
271,veh_27,12.53,38.56,LOW,POOR,vehicle_diagnostics,VEHICLE
271,veh_28,12.38,39.71,LOW,GOOD,vehicle_diagnostics,EDGE
271,veh_29,10.33,60.2,MEDIUM,MODERATE,obstacle_detection,VEHICLE
271,veh_30,6.26,87.93,MEDIUM,MODERATE,route_planning,EDGE
272,veh_1,4.84,13.31,HIGH,POOR,driver_behavior_analysis,CLOUD
272,veh_2,11.94,85.62,MEDIUM,MODERATE,obstacle_detection,VEHICLE
272,veh_3,12.59,86.27,LOW,POOR,driver_behavior_analysis,VEHICLE
272,veh_4,4.02,50.43,HIGH,GOOD,obstacle_detection,EDGE
272,veh_5,10.32,40.54,MEDIUM,POOR,vehicle_diagnostics,VEHICLE
272,veh_6,3.14,52.12,HIGH,GOOD,route_planning,EDGE
272,veh_7,8.75,65.92,MEDIUM,GOOD,route_planning,EDGE
272,veh_8,11.31,83.15,MEDIUM,POOR,traffic_sign_recognition,VEHICLE
272,veh_9,5.02,59.56,HIGH,MODERATE,traffic_sign_recognition,EDGE
272,veh_10,17.82,86.91,LOW,POOR,traffic_sign_recognition,VEHICLE
272,veh_11,6.18,15.2,MEDIUM,POOR,traffic_sign_recognition,CLOUD
272,veh_12,12.32,93.38,LOW,POOR,vehicle_diagnostics,VEHICLE
272,veh_13,14.28,13.95,LOW,GOOD,vehicle_diagnostics,CLOUD
272,veh_14,17.29,32.42,LOW,GOOD,route_planning,EDGE
272,veh_15,12.18,18.24,LOW,GOOD,vehicle_diagnostics,CLOUD
272,veh_16,14.03,31.47,LOW,MODERATE,traffic_sign_recognition,EDGE
272,veh_17,16.24,31.15,LOW,MODERATE,route_planning,EDGE
272,veh_18,12.89,97.09,LOW,POOR,vehicle_diagnostics,VEHICLE
272,veh_19,11.14,80.26,MEDIUM,GOOD,route_planning,CLOUD
272,veh_20,6.26,38.81,MEDIUM,POOR,route_planning,VEHICLE
272,veh_21,14.24,62.19,LOW,GOOD,vehicle_diagnostics,CLOUD
272,veh_22,7.95,14.57,MEDIUM,GOOD,obstacle_detection,CLOUD
272,veh_23,16.56,41.7,LOW,GOOD,obstacle_detection,VEHICLE
272,veh_24,15.59,53.51,LOW,POOR,route_planning,VEHICLE
272,veh_25,16.32,69.64,LOW,GOOD,route_planning,EDGE
272,veh_26,7.78,57.7,MEDIUM,POOR,traffic_sign_recognition,VEHICLE
272,veh_27,6.35,68.34,MEDIUM,MODERATE,driver_behavior_analysis,CLOUD
272,veh_28,3.9,92.76,HIGH,POOR,vehicle_diagnostics,EDGE
272,veh_29,5.1,79.36,HIGH,POOR,vehicle_diagnostics,EDGE
272,veh_30,3.57,76.78,HIGH,MODERATE,vehicle_diagnostics,EDGE
273,veh_1,7.2,11.48,MEDIUM,POOR,vehicle_diagnostics,CLOUD
273,veh_2,5.16,92.77,HIGH,GOOD,traffic_sign_recognition,EDGE
273,veh_3,6.03,20.57,MEDIUM,POOR,lane_detection,VEHICLE
273,veh_4,17.05,87.58,LOW,MODERATE,traffic_sign_recognition,EDGE
273,veh_5,17.36,64.77,LOW,MODERATE,driver_behavior_analysis,EDGE
273,veh_6,5.85,32.95,HIGH,POOR,traffic_sign_recognition,EDGE
273,veh_7,4.55,39.23,HIGH,GOOD,obstacle_detection,EDGE
273,veh_8,17.19,34.9,LOW,GOOD,lane_detection,VEHICLE
273,veh_9,13.96,29.62,LOW,MODERATE,driver_behavior_analysis,EDGE
273,veh_10,13.14,38.82,LOW,POOR,vehicle_diagnostics,VEHICLE
273,veh_11,15.07,33.08,LOW,MODERATE,route_planning,EDGE
273,veh_12,11.35,27.1,MEDIUM,POOR,vehicle_diagnostics,VEHICLE
273,veh_13,7.05,56.75,MEDIUM,MODERATE,obstacle_detection,VEHICLE
273,veh_14,7.99,13.8,MEDIUM,POOR,route_planning,CLOUD
273,veh_15,16.81,71.42,LOW,POOR,lane_detection,VEHICLE
273,veh_16,8.01,67.86,MEDIUM,POOR,obstacle_detection,VEHICLE
273,veh_17,10.83,62.89,MEDIUM,MODERATE,obstacle_detection,VEHICLE
273,veh_18,12.59,30.22,LOW,POOR,obstacle_detection,VEHICLE
273,veh_19,9.66,20.3,MEDIUM,POOR,traffic_sign_recognition,VEHICLE
273,veh_20,13.46,92.81,LOW,GOOD,vehicle_diagnostics,CLOUD
273,veh_21,10.59,84.52,MEDIUM,POOR,vehicle_diagnostics,VEHICLE
273,veh_22,7.01,65.91,MEDIUM,MODERATE,obstacle_detection,VEHICLE
273,veh_23,5.3,20.87,HIGH,GOOD,lane_detection,EDGE
273,veh_24,14.38,16.25,LOW,MODERATE,traffic_sign_recognition,CLOUD
273,veh_25,12.28,90.85,LOW,POOR,lane_detection,VEHICLE
273,veh_26,14.8,92.58,LOW,MODERATE,driver_behavior_analysis,EDGE
273,veh_27,16.95,59.82,LOW,POOR,lane_detection,VEHICLE
273,veh_28,10.62,40.09,MEDIUM,MODERATE,vehicle_diagnostics,CLOUD
273,veh_29,11.99,13.42,MEDIUM,GOOD,route_planning,CLOUD
273,veh_30,8.84,70.25,MEDIUM,GOOD,lane_detection,VEHICLE
274,veh_1,17.98,62.05,LOW,POOR,driver_behavior_analysis,VEHICLE
274,veh_2,5.54,87.06,HIGH,POOR,vehicle_diagnostics,EDGE
274,veh_3,8.48,27.17,MEDIUM,POOR,lane_detection,VEHICLE
274,veh_4,2.76,62.59,HIGH,MODERATE,route_planning,EDGE
274,veh_5,7.57,78.44,MEDIUM,POOR,driver_behavior_analysis,VEHICLE
274,veh_6,4.03,22.91,HIGH,POOR,route_planning,EDGE
274,veh_7,4.68,27.07,HIGH,MODERATE,obstacle_detection,EDGE
274,veh_8,11.96,42.11,MEDIUM,GOOD,lane_detection,VEHICLE
274,veh_9,17.75,54.74,LOW,MODERATE,traffic_sign_recognition,EDGE
274,veh_10,15.98,65.31,LOW,MODERATE,obstacle_detection,VEHICLE
274,veh_11,7.84,71.24,MEDIUM,POOR,vehicle_diagnostics,VEHICLE
274,veh_12,8.62,17.54,MEDIUM,POOR,lane_detection,CLOUD
274,veh_13,9.12,54.13,MEDIUM,GOOD,lane_detection,VEHICLE
274,veh_14,4.29,33.18,HIGH,MODERATE,lane_detection,EDGE
274,veh_15,7.12,28.5,MEDIUM,MODERATE,traffic_sign_recognition,EDGE
